"marker","chr","pos"
"SCAFFOLD00009.2_1461508"," 1"," 42.9594031"
"SCAFFOLD00009.2_1118690"," 1"," 44.1361648"
"SCAFFOLD00009.2_1552674"," 1"," 44.1360648"
"SCAFFOLD00349_148603"," 1"," 44.7244398"
"SCAFFOLD00320_96903"," 1"," 44.7245398"
"SCAFFOLD00167_714453"," 1"," 45.9012060"
"SCAFFOLD00167_914960"," 1"," 45.9013060"
"SCAFFOLD00178_861504"," 1"," 45.9014060"
"SCAFFOLD00178_861475"," 1"," 47.6668242"
"SCAFFOLD00254_272448"," 1"," 48.8434883"
"SCAFFOLD00254_272378"," 1"," 50.0201546"
"SCAFFOLD00254_429290"," 1"," 51.1969209"
"SCAFFOLD00037.1_2180000"," 1"," 51.1968209"
"SCAFFOLD00037.1_2091010"," 1"," 51.1970209"
"SCAFFOLD00037.1_2089679"," 1"," 52.3736826"
"SCAFFOLD00037.1_1952615"," 1"," 54.7283539"
"SCAFFOLD00037.1_2183587"," 1"," 55.3166176"
"SCAFFOLD00037.1_722563"," 1"," 57.0820426"
"SCAFFOLD00037.1_2183668"," 1"," 57.6703131"
"SCAFFOLD00037.1_1417122"," 1"," 57.6705131"
"SCAFFOLD00037.1_2183624"," 1"," 57.6704131"
"SCAFFOLD00037.2_86302"," 1"," 58.8471748"
"SCAFFOLD00037.2_83997"," 1"," 61.2018394"
"SCAFFOLD00037.1_578886"," 1"," 63.5565993"
"SCAFFOLD00037.1_573984"," 1"," 63.5564993"
"SCAFFOLD00187_298129"," 1"," 65.3220130"
"SCAFFOLD00187_191309"," 1"," 67.6766820"
"SCAFFOLD00187_178254"," 1"," 68.2649503"
"SCAFFOLD00187_675564"," 1"," 68.8533253"
"SCAFFOLD00174_24783"," 1"," 68.8532253"
"SCAFFOLD00082_1086951"," 1"," 70.0299938"
"SCAFFOLD00082_1297667"," 1"," 70.6182666"
"SCAFFOLD00082_1297660"," 1"," 71.2065416"
"SCAFFOLD00187_273223"," 1"," 71.7948166"
"SCAFFOLD00187_349675"," 1"," 72.3830894"
"SCAFFOLD00187_828759"," 1"," 73.5597602"
"SCAFFOLD00252_447183"," 1"," 74.1480330"
"SCAFFOLD00099_267896"," 1"," 74.7363058"
"SCAFFOLD00099_266006"," 1"," 75.9129743"
"SCAFFOLD00099_1320389"," 1"," 77.0896406"
"SCAFFOLD00099_752269"," 1"," 78.2663092"
"SCAFFOLD00004.2_1103832"," 1"," 78.8545820"
"SCAFFOLD00078_241433"," 1"," 78.8546820"
"SCAFFOLD00125_1133054"," 1"," 78.8547820"
"SCAFFOLD00198_302597"," 1"," 80.0315482"
"SCAFFOLD00111.1_189232"," 1"," 80.0314482"
"SCAFFOLD00004.1_3317964"," 1"," 80.0316482"
"SCAFFOLD00198_661008"," 1"," 80.6201232"
"SCAFFOLD00198_566297"," 1"," 80.6199232"
"SCAFFOLD00004.1_824373"," 1"," 80.6200232"
"SCAFFOLD00078_1706439"," 1"," 80.6202232"
"SCAFFOLD00004.1_20386"," 1"," 81.2084982"
"SCAFFOLD00078_1293713"," 1"," 81.7967732"
"SCAFFOLD00078_520782"," 1"," 82.3851482"
"SCAFFOLD00044_723448"," 1"," 82.3852482"
"SCAFFOLD00078_1754757"," 1"," 82.3850482"
"SCAFFOLD00044_723442"," 1"," 82.9736232"
"SCAFFOLD00125_998108"," 1"," 82.9735232"
"SCAFFOLD00125_1343860"," 1"," 83.5619982"
"SCAFFOLD00125_1342593"," 1"," 83.5618982"
"SCAFFOLD00111.1_388009"," 1"," 84.7387645"
"SCAFFOLD00111.1_385512"," 1"," 84.7388645"
"SCAFFOLD00111.1_388151"," 1"," 84.7386645"
"SCAFFOLD00111.1_282511"," 1"," 85.9155307"
"SCAFFOLD00071_1710339"," 1"," 87.0921970"
"SCAFFOLD00071_1709938"," 1"," 87.0922970"
"SCAFFOLD00039_987298"," 1"," 87.6805675"
"SCAFFOLD00071_618055"," 1"," 89.4459835"
"SCAFFOLD00071_620140"," 1"," 92.3906493"
"SCAFFOLD00071_469301"," 1"," 92.3907493"
"SCAFFOLD00071_453138"," 1"," 92.3908493"
"SCAFFOLD00071_173700"," 1"," 92.3905493"
"SCAFFOLD00062_1528573"," 1"," 94.7455137"
"SCAFFOLD00062_1845170"," 1"," 95.9221755"
"SCAFFOLD00062_817322"," 1"," 97.0988440"
"SCAFFOLD00062_817321"," 1"," 97.6871168"
"SCAFFOLD00062_820166"," 1"," 97.6872168"
"SCAFFOLD00062_1013620"," 1"," 98.8639830"
"SCAFFOLD00062_940498"," 1"," 98.8638830"
"SCAFFOLD00062_222086"," 1"," 99.4523580"
"SCAFFOLD00062_227944"," 1"," 99.4522580"
"SCAFFOLD00107_1428129"," 1","100.0406308"
"SCAFFOLD00107_1402512"," 1","101.2173016"
"SCAFFOLD00107_751271"," 1","101.8056744"
"SCAFFOLD00107_751255"," 1","101.8055744"
"SCAFFOLD00107_588085"," 1","102.3939494"
"SCAFFOLD00107_53545"," 1","102.3940494"
"SCAFFOLD00107_53566"," 1","102.9823199"
"SCAFFOLD00107_588112"," 1","104.7477448"
"SCAFFOLD00114_414925"," 1","105.3360131"
"SCAFFOLD00114_686159"," 1","106.5127816"
"SCAFFOLD00114_493734"," 1","106.5126816"
"SCAFFOLD00196_828201"," 1","107.1010521"
"SCAFFOLD00114_270897"," 1","108.8664726"
"SCAFFOLD00196_828090"," 1","110.6318931"
"SCAFFOLD00367_41268"," 1","111.2201614"
"SCAFFOLD00296_293759"," 1","112.3968322"
"SCAFFOLD00059_1671900"," 1","112.9851050"
"SCAFFOLD00059_1811093"," 1","113.5733800"
"SCAFFOLD00028_27033"," 1","114.1616551"
"SCAFFOLD00059_1811155"," 1","114.7499279"
"SCAFFOLD00296_95473"," 1","115.9265964"
"SCAFFOLD00059_221485"," 1","117.1032649"
"SCAFFOLD00059_36022"," 1","117.6917377"
"SCAFFOLD00197_635596"," 1","117.6918377"
"SCAFFOLD00197_95729"," 1","117.6915377"
"SCAFFOLD00197_95601"," 1","117.6916377"
"SCAFFOLD00197_767706"," 1","118.2797423"
"SCAFFOLD00201_591856"," 6","  0.0001000"
"SCAFFOLD00055_881769"," 6","  0.0000000"
"SCAFFOLD00055_700146"," 6","  0.5883876"
"SCAFFOLD00088.1_226812"," 6","  1.1766722"
"SCAFFOLD00088.1_573729"," 6","  2.9420692"
"SCAFFOLD00088.2_92848"," 6","  4.1187110"
"SCAFFOLD00088.2_468344"," 6","  5.8841080"
"SCAFFOLD00088.2_426854"," 6","  6.4723881"
"SCAFFOLD00088.2_538683"," 6","  8.8270348"
"SCAFFOLD00023_409653"," 6"," 10.0036780"
"SCAFFOLD00023_531783"," 6"," 10.5919641"
"SCAFFOLD00023_406862"," 6"," 10.5920641"
"SCAFFOLD00023_993579"," 6"," 11.7688088"
"SCAFFOLD00023_1846006"," 6"," 11.7687088"
"SCAFFOLD00221_525383"," 6"," 12.9454535"
"SCAFFOLD00023_2019055"," 6"," 14.1220952"
"SCAFFOLD00023_2816905"," 6"," 16.4767389"
"SCAFFOLD00023_2827287"," 6"," 18.2421255"
"SCAFFOLD00239_414708"," 6"," 21.7773906"
"SCAFFOLD00239_478371"," 6"," 22.3656706"
"SCAFFOLD00193_69769"," 6"," 22.9540581"
"SCAFFOLD00193_137260"," 6"," 22.9539581"
"SCAFFOLD00193_137333"," 6"," 25.8986105"
"SCAFFOLD00109.1_484203"," 6"," 26.4868796"
"SCAFFOLD00109.1_368342"," 6"," 31.8009065"
"SCAFFOLD00560_44437"," 6"," 32.9775403"
"SCAFFOLD00014.2_2001518"," 6"," 34.1541821"
"SCAFFOLD00014.2_1763248"," 6"," 36.5088273"
"SCAFFOLD00014.2_1763311"," 6"," 37.6854660"
"SCAFFOLD00025_2331371"," 6"," 40.0401052"
"SCAFFOLD00025_588202"," 6"," 43.5754611"
"SCAFFOLD00014.1_918284"," 6"," 43.5758611"
"SCAFFOLD00242_485000"," 6"," 43.5755611"
"SCAFFOLD00119_863672"," 6"," 43.5753611"
"SCAFFOLD00101_870904"," 6"," 43.5756611"
"SCAFFOLD00014.1_404766"," 6"," 43.5757611"
"SCAFFOLD00101_467364"," 6"," 44.1641487"
"SCAFFOLD00014.1_273451"," 6"," 44.1643487"
"SCAFFOLD00025_1058016"," 6"," 44.1642487"
"SCAFFOLD00242_145114"," 6"," 44.7529363"
"SCAFFOLD00025_598049"," 6"," 44.7535363"
"SCAFFOLD00014.1_819858"," 6"," 44.7531363"
"SCAFFOLD00025_2099245"," 6"," 44.7534363"
"SCAFFOLD00025_1176637"," 6"," 44.7532363"
"SCAFFOLD00025_217898"," 6"," 44.7527363"
"SCAFFOLD00014.1_303712"," 6"," 44.7526363"
"SCAFFOLD00014.1_243686"," 6"," 44.7528363"
"SCAFFOLD00013.1_725337"," 6"," 44.7530363"
"SCAFFOLD00014.1_664928"," 6"," 44.7533363"
"SCAFFOLD00014.1_102738"," 6"," 45.9301824"
"SCAFFOLD00190_528699"," 6"," 46.5184685"
"SCAFFOLD00217_590308"," 6"," 47.1067561"
"SCAFFOLD00217_317742"," 6"," 47.1068561"
"SCAFFOLD00217_590405"," 6"," 47.1069561"
"SCAFFOLD00185_486292"," 6"," 48.2836023"
"SCAFFOLD00251_124137"," 6"," 48.8718884"
"SCAFFOLD00082_569484"," 6"," 48.8719884"
"SCAFFOLD00082_1015131"," 6"," 49.4602652"
"SCAFFOLD00089_152457"," 6"," 54.1802994"
"SCAFFOLD00089_598546"," 6"," 54.1801994"
"SCAFFOLD00046.2_653857"," 6"," 54.1800994"
"SCAFFOLD00089_1185816"," 6"," 55.3569456"
"SCAFFOLD00209_309195"," 6"," 55.9452317"
"SCAFFOLD00209_339243"," 6"," 56.5335193"
"SCAFFOLD00209_276594"," 6"," 57.1218054"
"SCAFFOLD00056_1610835"," 6"," 58.2984531"
"SCAFFOLD00209_104388"," 6"," 58.8867392"
"SCAFFOLD00209_605433"," 6"," 59.4750268"
"SCAFFOLD00209_583296"," 6"," 60.0633144"
"SCAFFOLD00053_892311"," 6"," 60.6515974"
"SCAFFOLD00053_1225159"," 6"," 63.0062427"
"SCAFFOLD00053_1225235"," 6"," 64.7716338"
"SCAFFOLD00053_1641387"," 6"," 66.5371263"
"SCAFFOLD00207_428179"," 6"," 66.5370263"
"SCAFFOLD00207_360508"," 6"," 67.1254139"
"SCAFFOLD00207_746561"," 6"," 67.7137015"
"SCAFFOLD00148_738107"," 6"," 68.3019845"
"SCAFFOLD00207_441262"," 6"," 70.6566252"
"SCAFFOLD00009.1_1145078"," 6"," 74.1918844"
"SCAFFOLD00016.1_416313"," 6"," 76.5465251"
"SCAFFOLD00016.1_1261592"," 6"," 77.1348082"
"SCAFFOLD00016.1_1287085"," 6"," 77.1349082"
"SCAFFOLD00016.1_483551"," 6"," 77.1350082"
"SCAFFOLD00016.1_36905"," 6"," 80.0796543"
"SCAFFOLD00016.1_36770"," 6"," 80.0795543"
"SCAFFOLD00155_305931"," 6"," 83.0242037"
"SCAFFOLD00155_1133961"," 6"," 84.7895963"
"SCAFFOLD00140_764715"," 6"," 85.3778809"
"SCAFFOLD00138_765668"," 6"," 85.9664684"
"SCAFFOLD00138_666670"," 6"," 85.9662684"
"SCAFFOLD00138_1024769"," 6"," 85.9665684"
"SCAFFOLD00138_241754"," 6"," 85.9663684"
"SCAFFOLD00140_1098454"," 6"," 85.9661684"
"SCAFFOLD00138_1040056"," 6"," 85.9666684"
