marker,consensus,X1,X2,X3,X4,X5,X6,LG
scaffold_26339_1790,43.53,NA,39.55,NA,NA,NA,NA,6
scaffold_26339_1806,43.53,NA,39.55,NA,NA,NA,NA,6
scaffold_26339_305,43.53,NA,39.55,NA,NA,NA,NA,6
scaffold_26339_307,43.53,NA,39.55,NA,NA,NA,NA,6
scaffold_26339_322,43.53,NA,39.55,NA,NA,NA,NA,6
scaffold_40699_2159,43.53,NA,39.55,NA,NA,NA,NA,6
scaffold_40699_2474,43.53,NA,39.55,NA,NA,NA,NA,6
scaffold_67183_2619,43.61,55.23,NA,48.37,36.36,NA,NA,6
scaffold_54808_1823,43.81,55.23,NA,NA,NA,NA,47.85,6
scaffold_25116_2736,43.81,55.23,NA,48.37,NA,55.33,NA,6
scaffold_50003_1379,43.81,55.23,NA,NA,NA,NA,NA,6
scaffold_50003_1381,43.81,55.23,NA,NA,NA,NA,NA,6
scaffold_48726_672,43.81,NA,NA,NA,NA,53.84,47.85,6
314831_K70,43.82,NA,NA,NA,36.36,NA,NA,6
scaffold_50003_1254,43.82,NA,NA,NA,36.36,NA,NA,6
scaffold_12462_3597,44.1,55.52,40.12,NA,36.36,NA,NA,6
scaffold_24594_1765,44.1,55.52,40.41,NA,36.36,NA,NA,6
scaffold_7686_5923,44.1,55.52,40.41,NA,36.36,NA,NA,6
scaffold_19245_2370,44.1,NA,40.12,NA,NA,NA,NA,6
scaffold_32357_1292,44.1,NA,NA,NA,36.36,NA,47.85,6
scaffold_32357_1298,44.1,NA,NA,NA,36.36,NA,47.85,6
scaffold_7686_5890,44.1,NA,NA,NA,36.36,NA,47.85,6
scaffold_106588_724,44.39,NA,40.41,NA,NA,NA,NA,6
scaffold_25116_2650,44.39,NA,40.41,48.37,NA,53.84,47.85,6
scaffold_25116_2669,44.39,NA,40.41,48.37,NA,53.84,47.85,6
scaffold_51463_1551,45.52,NA,41.54,NA,NA,NA,NA,6
scaffold_55170_281,45.52,NA,41.54,NA,NA,NA,NA,6
scaffold_37239_2606,45.6,57.79,41.54,NA,NA,NA,NA,6
scaffold_37239_2645,45.6,57.79,41.54,NA,NA,NA,NA,6
scaffold_37239_2649,45.6,57.79,41.54,NA,NA,NA,NA,6
scaffold_28915_1658,45.6,NA,41.54,50.16,NA,58.32,47.85,6
scaffold_28915_1682,45.6,NA,41.54,50.16,NA,58.32,47.85,6
scaffold_28915_1755,45.6,NA,41.54,50.16,NA,58.32,47.85,6
scaffold_45169_1580,45.6,NA,41.54,50.16,NA,58.32,47.85,6
scaffold_45169_1598,45.6,NA,41.54,50.16,NA,58.32,47.85,6
scaffold_72352_1197,45.6,NA,41.54,50.16,38.14,58.32,NA,6
scaffold_22254_2263,45.6,NA,NA,50.16,38.14,55.33,NA,6
scaffold_66897_943,45.8,57.79,41.82,NA,38.14,NA,NA,6
scaffold_25394_4210,45.8,57.79,NA,NA,38.14,NA,47.85,6
scaffold_25727_2686,45.8,57.79,NA,NA,38.14,NA,47.85,6
scaffold_29958_2278,45.8,57.79,NA,NA,38.14,NA,47.85,6
scaffold_39893_1561,45.8,57.79,41.82,NA,38.14,NA,47.85,6
scaffold_61919_429,45.8,NA,41.54,51.94,NA,58.32,47.85,6
scaffold_27768_2738,45.8,NA,NA,NA,38.14,NA,NA,6
vm53000,45.8,NA,NA,NA,38.14,NA,NA,6
scaffold_18605_2339,45.8,NA,NA,NA,NA,NA,47.85,6
scf112c,45.88,57.79,NA,51.94,38.14,58.32,47.85,6
scaffold_3467_4488,45.88,57.79,41.82,51.94,38.14,58.32,NA,6
scaffold_39893_1608,45.88,57.79,41.82,51.94,38.14,58.32,NA,6
scaffold_10539_5125,45.88,58.08,41.82,51.94,38.14,58.32,NA,6
scaffold_91149_149,45.88,58.08,41.82,51.94,38.14,58.32,NA,6
scaffold_2341_8424,45.88,58.36,NA,NA,38.14,NA,47.85,6
scaffold_32066_3739,45.92,58.36,NA,NA,38.14,NA,NA,6
scaffold_11583_5524,45.92,58.36,NA,51.94,38.14,58.32,NA,6
scaffold_6634_3292,45.96,58.36,42.39,51.94,38.14,58.32,NA,6
scaffold_118306_321,45.96,58.36,NA,NA,38.14,NA,49.34,6
scaffold_33632_2421,45.96,58.93,NA,NA,38.14,NA,NA,6
scaffold_65869_348,45.96,NA,NA,51.94,NA,58.32,47.85,6
scaffold_6634_3409,45.96,NA,NA,51.94,38.14,58.32,NA,6
scaffold_8296_1115,45.96,NA,NA,51.94,NA,58.32,47.85,6
scaffold_52913_1555,45.96,NA,NA,51.94,NA,58.32,47.85,6
scaffold_52913_1566,45.96,NA,NA,51.94,NA,58.32,47.85,6
scaffold_14_22768,46.16,58.93,42.67,51.94,38.14,58.32,NA,6
scaffold_32066_3783,46.38,58.93,42.67,NA,NA,58.32,NA,6
scaffold_38781_1495,46.38,NA,42.67,NA,NA,NA,NA,6
scaffold_11766_2387,46.94,58.93,NA,NA,44.73,NA,NA,6
scaffold_132094_233,47.23,NA,43.81,51.94,NA,NA,NA,6
scaffold_100544_222,47.23,NA,43.81,51.94,NA,58.32,49.34,6
scaffold_23771_1614,47.23,NA,43.81,51.94,NA,NA,NA,6
scaffold_23771_2193,47.23,NA,43.81,51.94,NA,58.32,NA,6
SCF139334,47.23,NA,NA,53.13,NA,NA,NA,6
scaffold_29780_2451,47.26,NA,NA,NA,NA,NA,49.34,6
scaffold_120380_351,47.29,NA,43.81,NA,NA,NA,NA,6
scaffold_33632_2407,47.29,NA,43.81,NA,NA,NA,49.34,6
scaffold_6661_6686,47.71,NA,NA,53.73,NA,NA,NA,6
scaffold_7419_2320,47.71,NA,NA,53.73,NA,NA,NA,6
scaffold_75533_79,48.19,60.63,44.71,NA,44.73,NA,NA,6
scaffold_18775_1385,48.19,NA,44.71,54.32,NA,58.32,NA,6
scaffold_17555_1732,48.3,NA,NA,54.32,NA,NA,NA,6
scaffold_8717_2081,48.3,NA,NA,54.32,NA,58.32,NA,6
scaffold_17555_1746,48.3,NA,NA,54.32,NA,NA,NA,6
scaffold_17555_4794,48.3,NA,NA,54.32,NA,58.32,NA,6
scaffold_32862_852,48.9,NA,NA,54.92,NA,58.32,NA,6
scaffold_14917_865,48.9,NA,NA,54.92,NA,58.32,NA,6
scaffold_32862_813,48.9,NA,NA,54.92,NA,58.32,NA,6
scaffold_147512_363,48.9,NA,NA,54.92,NA,58.32,NA,6
scaffold_147512_365,48.9,NA,NA,54.92,NA,58.32,NA,6
scaffold_17555_4850,49.5,62.05,NA,NA,45.92,NA,49.34,6
scaffold_13686_6303,49.5,62.05,46.08,NA,44.73,NA,49.34,6
scaffold_13686_6337,49.5,62.05,46.08,NA,44.73,NA,49.34,6
scaffold_83189_874,49.5,NA,NA,NA,44.73,NA,NA,6
scaffold_43354_1476,49.56,62.05,46.08,NA,45.92,NA,NA,6
412234_K63,49.7,NA,NA,54.92,45.92,NA,NA,6
SCF9909,49.79,NA,NA,54.92,45.92,59.81,53.83,6
scaffold_14917_902,49.79,NA,NA,54.92,NA,59.81,53.83,6
SCF3427,51.28,NA,NA,57.3,NA,NA,NA,6
1trimcontig238080,51.28,NA,NA,57.3,46.51,NA,NA,6
scaffold_9477_1301,51.75,NA,49.5,57.3,NA,NA,NA,6
scaffold_1060_11605,51.75,NA,NA,57.89,NA,58.32,NA,6
scaffold_164_11225,51.75,NA,NA,57.89,NA,59.81,53.83,6
SCF9909b,51.75,NA,NA,NA,NA,59.81,53.83,6
scaffold_86629_1261,53.07,66.04,NA,NA,46.51,NA,NA,6
scaffold_119692_597,53.07,66.04,NA,NA,48.3,NA,53.83,6
SCF22442,53.07,NA,NA,57.89,49.49,NA,NA,6
scaffold_609_110,53.07,NA,NA,NA,49.49,NA,NA,6
scaffold_29516_1231,53.27,66.04,NA,NA,49.49,NA,53.83,6
scaffold_66546_1774,54.11,NA,50.63,NA,NA,NA,NA,6
scaffold_11512_6263,55.34,68.31,NA,59.68,49.49,59.81,NA,6
vm27120,55.34,68.31,53.76,57.89,NA,NA,NA,6
scaffold_11512_6264,55.34,68.31,NA,59.68,49.49,59.81,NA,6
scaffold_11512_6287,55.34,68.31,NA,59.68,49.49,59.81,NA,6
scaffold_12445_2973,55.5,NA,NA,NA,50.73,NA,58.32,6
scaffold_17547_2560,55.54,68.31,NA,NA,NA,NA,NA,6
scaffold_5738_1571,56.4,69.17,53.76,59.68,NA,NA,NA,6
scaffold_5738_1508,56.4,69.17,53.76,59.68,NA,NA,NA,6
scaffold_11512_5909,57.24,NA,53.76,NA,NA,NA,NA,6
scaffold_25074_4410,57.26,NA,54.62,NA,50.73,NA,NA,6
scaffold_9039_2289,58.66,NA,55.18,65.06,NA,68.86,NA,6
scaffold_17547_2472,58.66,NA,55.18,NA,NA,NA,58.32,6
SCF92414,58.66,NA,NA,65.06,NA,68.86,58.32,6
scaffold_27045_414,58.66,NA,NA,68.04,NA,NA,NA,6
scaffold_17212_5595,58.66,NA,NA,NA,NA,68.86,NA,6
scaffold_3607_2516,59.04,72.01,55.18,NA,NA,NA,NA,6
scaffold_30871_2180,59.25,NA,55.77,NA,NA,NA,NA,6
scaffold_510_1791,59.63,NA,55.77,71.61,NA,68.86,NA,6
scaffold_5777_3481,60.8,NA,NA,71.61,NA,68.86,NA,6
scaffold_510_1664,60.98,NA,NA,71.61,NA,NA,NA,6
scaffold_177_5322,65.4,77.95,NA,NA,62.79,NA,NA,6
scaffold_17534_576,65.4,77.95,NA,NA,62.79,NA,NA,6
scaffold_177_5383,65.4,77.95,NA,NA,62.79,NA,NA,6
scaffold_19717_3927,65.8,78.57,NA,NA,NA,NA,NA,6
scaffold_16778_1802,65.8,78.57,62.32,NA,NA,NA,62.81,6
scaffold_127764_407,65.8,78.57,62.32,NA,NA,NA,62.81,6
scaffold_16778_1803,65.8,78.57,62.32,NA,NA,NA,NA,6
scaffold_16778_1813,65.8,78.57,62.32,NA,NA,NA,NA,6
scaffold_26588_2790,65.8,78.57,NA,NA,NA,NA,NA,6
scaffold_39287_1523,65.8,78.57,NA,NA,NA,NA,NA,6
scaffold_26588_4302,66.12,78.57,NA,76.99,62.79,NA,NA,6
scaffold_7347_562,66.18,78.57,62.88,76.99,62.79,76.38,62.81,6
scaffold_16778_1812,66.18,78.57,62.32,NA,63.44,NA,62.81,6
scaffold_1420_1222,66.18,NA,NA,76.99,NA,76.38,NA,6
SCF40517,66.18,NA,NA,76.99,62.79,NA,NA,6
scaffold_1420_1086,66.18,NA,NA,76.99,NA,76.38,NA,6
scaffold_1420_1108,66.18,NA,NA,76.99,NA,76.38,NA,6
scaffold_1420_1120,66.18,NA,NA,76.99,NA,76.38,NA,6
scaffold_1420_1224,66.18,NA,NA,76.99,NA,76.38,NA,6
scaffold_15732_3879,66.36,NA,62.88,NA,NA,76.38,NA,6
scaffold_1420_1047,66.36,NA,62.88,76.99,NA,76.38,NA,6
scaffold_97576_996,66.77,79.71,62.88,NA,63.44,NA,NA,6
319429_K63,66.77,NA,NA,NA,63.44,NA,62.81,6
scaffold_16778_1818,66.77,NA,NA,NA,63.44,NA,NA,6
scaffold_39287_1530,66.77,NA,NA,NA,63.44,NA,NA,6
scaffold_15732_3755,67.67,NA,NA,NA,NA,NA,62.81,6
scaffold_86283_1221,68.47,81.41,NA,NA,NA,NA,NA,6
scaffold_86283_1261,68.47,81.41,NA,NA,NA,NA,NA,6
SCF133376,68.59,81.41,64.3,79.97,NA,NA,NA,6
scaffold_86283_1191,68.59,NA,64.3,NA,NA,NA,NA,6
scaffold_41120_329,69.16,NA,64.87,79.97,NA,NA,NA,6
scaffold_16215_1454,69.16,NA,64.87,NA,NA,NA,NA,6
scaffold_24568_3388,69.16,NA,64.87,79.97,68.76,80.86,NA,6
scaffold_5577_4817,69.16,NA,64.87,79.97,NA,80.86,NA,6
scaffold_7691_4091,69.16,NA,64.87,81.16,NA,80.86,NA,6
scaffold_7691_4094,69.16,NA,64.87,81.16,NA,80.86,NA,6
SCF89801,69.16,NA,NA,79.97,NA,NA,NA,6
scaffold_4374_2000,69.16,NA,NA,81.16,NA,80.86,62.81,6
ct154615,70.35,81.41,NA,NA,69.95,NA,NA,6
scaffold_121627_583,70.35,81.41,NA,NA,69.95,NA,NA,6
SCF31172,70.35,NA,NA,81.16,69.95,NA,NA,6
scaffold_4374,70.35,NA,NA,81.16,68.76,NA,NA,6
scf17d,70.35,NA,NA,81.16,68.76,NA,NA,6
scaffold_15928_1664,70.66,NA,NA,NA,NA,80.86,NA,6
scaffold_4383_8960,70.66,NA,NA,NA,NA,80.86,65.8,6
scaffold_15928_1666,70.66,NA,NA,NA,NA,80.86,NA,6
scaffold_15928_1667,70.66,NA,NA,NA,NA,80.86,NA,6
scaffold_15928_1668,70.66,NA,NA,NA,NA,80.86,NA,6
scaffold_4383_9002,70.66,NA,NA,NA,NA,80.86,NA,6
scaffold_36_10300,73.21,86.15,NA,NA,NA,NA,NA,6
scaffold_25552_4334,73.21,86.15,NA,NA,NA,NA,NA,6
scaffold_36_17287,73.21,86.15,NA,NA,NA,NA,NA,6
scaffold_36_17330,73.21,86.15,NA,NA,NA,NA,NA,6
SCF16407,73.28,NA,NA,NA,69.95,NA,NA,6
scaffold_27433_613,73.38,86.15,NA,NA,71.14,NA,65.8,6
scaffold_27433_641,73.38,86.15,NA,NA,71.14,NA,65.8,6
scaffold_30160_1343,73.38,86.66,NA,NA,NA,NA,NA,6
scaffold_22544_4339,73.38,86.66,NA,NA,NA,NA,NA,6
scaffold_15040_1008,73.38,NA,NA,NA,NA,NA,65.8,6
scaffold_15040_1010,73.38,NA,NA,NA,NA,NA,65.8,6
scaffold_15040_990,73.38,NA,NA,NA,NA,NA,65.8,6
scaffold_25552_4215,73.38,NA,NA,NA,NA,NA,65.8,6
scaffold_37547_1037,73.38,NA,NA,NA,NA,NA,65.8,6
scaffold_65935_414,73.38,NA,NA,NA,NA,NA,65.8,6
scaffold_15928_1659,74,NA,69.71,NA,NA,NA,NA,6
scaffold_15928_1660,74,NA,69.71,NA,NA,NA,NA,6
scaffold_15928_1661,74,NA,69.71,NA,NA,NA,NA,6
scaffold_15928_1662,74,NA,69.71,NA,NA,NA,NA,6
scaffold_22544_4282,74.47,NA,NA,NA,71.14,NA,NA,6
SCF89447,74.47,NA,NA,NA,71.14,NA,NA,6
scaffold_36_17268,74.47,NA,NA,NA,71.14,NA,NA,6
SCF171621,74.47,NA,NA,NA,71.14,NA,65.8,6
scaffold_32942_2588,74.47,NA,NA,NA,71.14,NA,NA,6
scaffold_4383_8908,74.47,NA,NA,NA,71.14,NA,65.8,6
scaffold_7268_8243,75.66,91.02,69.71,91.42,72.33,89.91,NA,6
scaffold_72061_795,75.66,91.02,69.71,91.42,72.33,89.91,NA,6
scaffold_7268_8248,75.66,91.02,69.71,91.42,72.33,89.91,NA,6
scaffold_27979_4273,75.66,NA,NA,NA,72.33,NA,65.8,6
scaffold_17307_5204,76.68,93.86,NA,NA,72.33,NA,NA,6
scaffold_39619_2611,78.5,93.86,NA,NA,NA,NA,NA,6
scaffold_134562_186,78.5,93.86,NA,NA,NA,NA,NA,6
scaffold_134562_227,78.5,93.86,NA,NA,NA,NA,NA,6
scaffold_78684_455,79.24,96.42,NA,NA,75.9,NA,65.8,6
scaffold_78684_446,79.54,96.42,74.26,94.58,75.9,NA,NA,6
SCF25446,79.54,NA,NA,94.84,75.9,NA,NA,6
scaffold_40863_563,80.13,96.42,NA,NA,76.49,NA,NA,6
scaffold_116484_352,80.13,NA,NA,NA,76.49,NA,70.27,6
scaffold_5623_2865,80.13,NA,NA,NA,NA,NA,70.27,6
scaffold_5398_3808,80.15,96.42,74.55,97.63,NA,94.4,NA,6
scaffold_5398_1017,80.15,96.42,74.26,97.63,76.49,94.4,NA,6
scaffold_5398_3833,80.15,96.42,74.55,97.63,NA,94.4,NA,6
scaffold_90270_1154,80.15,97.03,NA,NA,76.49,NA,NA,6
scaffold_30760_3145,80.15,97.03,NA,NA,NA,NA,NA,6
scaffold_78684_388,80.15,NA,73.98,97.63,NA,94.4,NA,6
scaffold_27578_2451,80.15,NA,73.98,97.63,NA,94.4,NA,6
scaffold_27578_2464,80.15,NA,73.98,97.63,NA,94.4,NA,6
scaffold_53114_2351,80.15,NA,73.98,97.63,NA,94.4,NA,6
scaffold_119092_456,80.15,NA,74.26,NA,NA,94.4,NA,6
scaffold_119092_472,80.15,NA,74.26,NA,NA,94.4,NA,6
scaffold_70403_65,80.15,NA,74.26,NA,NA,94.4,NA,6
scaffold_101904_419,80.43,NA,74.26,97.63,77.09,94.4,NA,6
scaffold_10468_838,80.73,97.03,NA,NA,77.09,NA,NA,6
scaffold_23696_610,80.73,NA,NA,NA,77.09,NA,70.27,6
scaffold_23696_701,80.73,NA,NA,NA,77.09,NA,70.27,6
contig652,80.75,NA,NA,97.63,77.09,NA,NA,6
scaffold_33952_482,81.93,NA,NA,NA,77.09,NA,NA,6
scaffold_12001_1491,82.19,99.37,NA,NA,NA,NA,NA,6
scaffold_12001_5164,82.19,99.37,NA,NA,NA,NA,NA,6
scaffold_116484_341,82.7,NA,74.26,103.61,NA,95.9,NA,6
scaffold_79287_1011,82.7,NA,76.81,NA,NA,94.4,73.26,6
scaffold_7713_5315,82.7,NA,76.81,103.61,NA,NA,NA,6
scaffold_31141_2765,82.7,NA,NA,NA,NA,94.4,NA,6
Pr031818823,83.12,NA,NA,103.61,78.28,NA,NA,6
scaffold_3505_8336,83.12,NA,NA,NA,78.28,NA,73.26,6
scaffold_248_10290,83.12,NA,NA,NA,78.28,NA,NA,6
SCF164915,83.12,NA,NA,NA,78.28,NA,NA,6
scaffold_13109_1641,83.12,NA,NA,NA,78.28,NA,73.26,6
scaffold_1227_3254,83.12,NA,NA,NA,NA,NA,73.26,6
scaffold_3125_6928,83.12,NA,NA,NA,NA,NA,73.26,6
SCF54555,83.12,NA,NA,NA,NA,NA,73.26,6
scaffold_22340_2392,84.2,NA,NA,NA,NA,95.9,NA,6
scaffold_114282_266,84.4,104.96,80.22,103.61,78.87,95.9,73.26,6
scaffold_248_870,84.4,109.48,NA,NA,78.28,NA,NA,6
scaffold_47860_2068,84.4,NA,76.81,103.61,NA,97.39,NA,6
scaffold_47860_2089,84.4,NA,76.81,103.61,NA,97.39,NA,6
scaffold_47860_2114,84.4,NA,76.81,103.61,NA,97.39,NA,6
scaffold_47860_2140,84.4,NA,76.81,103.61,NA,97.39,NA,6
scaffold_353_1231,84.48,NA,77.67,105.39,NA,98.88,NA,6
scaffold_8060_5438,84.48,NA,77.67,105.39,NA,98.88,NA,6
scaffold_32710_1148,84.48,NA,77.67,105.39,NA,98.88,NA,6
scaffold_12533_1954,87.4,109.48,NA,NA,NA,NA,73.26,6
scaffold_112062_336,87.4,109.48,NA,NA,NA,NA,73.26,6
scaffold_112062_365,87.4,109.48,NA,NA,NA,NA,NA,6
scaffold_12533_1969,87.4,109.48,NA,NA,NA,NA,NA,6
scaffold_18043_2351,87.4,109.48,NA,NA,NA,NA,NA,6
scaffold_32710_1172,87.4,110.65,NA,NA,78.28,NA,NA,6
scf44a,87.4,NA,NA,105.39,78.87,NA,NA,6
scaffold_2120_9010,87.4,NA,NA,NA,82.45,NA,NA,6
scaffold_8216_3943,87.4,NA,NA,NA,82.45,NA,77.75,6
scaffold_193426_95,87.61,NA,NA,NA,NA,NA,77.75,6
scaffold_3026_2412,87.61,NA,NA,NA,NA,NA,77.75,6
scaffold_71660_1333,87.61,NA,NA,NA,NA,NA,77.75,6
SCF126708,87.61,NA,NA,NA,NA,NA,77.75,6
scaffold_3470_1989,88.38,NA,84.2,111.37,82.45,97.39,77.75,6
scaffold_4695_5005,88.38,NA,84.2,NA,NA,98.88,NA,6
16720_K63,88.38,NA,NA,111.37,82.45,98.88,77.75,6
scaffold_23703_3585,88.57,110.65,NA,NA,82.45,NA,NA,6
scaffold_1140_9115,90.09,110.65,84.2,111.37,NA,98.88,77.75,6
scaffold_1523_3370,90.09,110.65,84.2,NA,NA,NA,NA,6
scaffold_60556_116,90.09,110.65,NA,NA,NA,NA,77.75,6
scaffold_60556_75,90.09,110.65,NA,NA,NA,NA,77.75,6
scaffold_60556_82,90.09,110.65,NA,NA,NA,NA,77.75,6
scaffold_19887_2473,90.09,NA,84.2,111.37,NA,98.88,77.75,6
scaffold_4059_7006,90.09,NA,84.2,NA,NA,NA,NA,6
scaffold_71660_1457,90.09,NA,84.2,111.37,NA,NA,NA,6
scaffold_125540_134,90.09,NA,84.2,111.37,NA,NA,NA,6
scaffold_16371_3108,90.09,NA,84.2,NA,NA,NA,NA,6
scaffold_18240_848,90.09,NA,84.2,NA,NA,NA,NA,6
scaffold_26783_2090,90.09,NA,84.2,111.37,NA,98.88,NA,6
scaffold_5306_1590,90.09,NA,84.2,111.37,NA,98.88,NA,6
scaffold_5306_1503,93.77,110.65,NA,NA,NA,NA,NA,6
scaffold_94712_593,93.77,110.65,NA,NA,NA,NA,NA,6
scaffold_127964_258,93.77,110.65,NA,NA,NA,NA,NA,6
scaffold_21058_4587,0,0,NA,NA,NA,NA,NA,7
scaffold_82631_546,0,0,NA,0,NA,NA,NA,7
ct139553,0,0,NA,0,NA,NA,NA,7
scf1594,0,NA,NA,0,0,NA,NA,7
scaffold_24139_707,0,NA,NA,0,NA,NA,NA,7
scaffold_2269_3660,0,NA,NA,0,NA,NA,NA,7
scaffold_24277_3788,0,NA,NA,NA,0,NA,NA,7
scaffold_7278_8324,0.27,0,NA,NA,0,NA,NA,7
scaffold_7278_8298,0.27,0,NA,NA,0,NA,NA,7
scaffold_13015_2407,0.59,0,NA,0,0,0,0,7
scaffold_13015_2416,0.59,0,NA,0,0,0,0,7
scaffold_82631_465,1.19,NA,0,0,NA,NA,NA,7
scaffold_18447_3308,1.19,NA,0,0,NA,NA,NA,7
scaffold_46282_47,1.19,NA,NA,1.19,NA,NA,NA,7
scaffold_9532_3973,1.79,NA,NA,1.79,NA,NA,NA,7
scaffold_9532_3998,1.79,NA,NA,1.79,NA,NA,NA,7
scaffold_24277_3774,2.38,0,0,NA,NA,NA,NA,7
scaffold_1105_10647,2.38,0,0,NA,NA,NA,NA,7
scaffold_54310_1233,2.38,0,NA,2.38,2.38,NA,NA,7
scaffold_152533_151,2.38,1.16,0,NA,0,NA,NA,7
scaffold_36340_2051,2.38,NA,NA,1.79,2.38,NA,NA,7
scf2s,2.38,NA,NA,1.79,2.38,NA,NA,7
scaffold_198392_99,2.38,NA,NA,NA,2.38,NA,NA,7
scaffold_21058_5749,2.98,NA,NA,2.98,3.57,NA,NA,7
scaffold_21058_5792,2.98,NA,NA,2.98,3.57,NA,NA,7
scaffold_67776_293,2.98,NA,NA,2.98,3.57,NA,NA,7
scaffold_214628_37,2.98,NA,NA,2.98,2.98,NA,NA,7
scaffold_214628_40,2.98,NA,NA,2.98,2.98,NA,NA,7
scaffold_9334_5076,3.57,NA,NA,NA,3.57,NA,NA,7
scaffold_16713_2315,4.03,NA,0,NA,NA,NA,NA,7
scaffold_16713_2399,4.03,NA,0,NA,NA,NA,NA,7
scaffold_11617,4.76,NA,NA,4.76,5.95,NA,NA,7
scaffold_20967,4.76,NA,NA,4.76,5.95,NA,NA,7
scaffold_37084_2893,4.76,NA,NA,NA,4.76,NA,NA,7
scaffold_25332_4175,5.95,5.68,NA,NA,5.95,NA,NA,7
scaffold_33596_1894,7.16,5.68,3.13,NA,NA,NA,NA,7
scaffold_33596_1897,7.16,5.68,3.13,NA,NA,NA,NA,7
scaffold_25332_4261,7.16,NA,3.13,NA,NA,NA,NA,7
scaffold_2036_6587,7.16,NA,3.13,7.16,NA,6,1.49,7
scaffold_2036_6634,7.16,NA,3.13,7.16,NA,NA,NA,7
SCF56717,7.16,NA,NA,7.16,11.93,0,0,7
scaffold_31032_2657,7.16,NA,NA,7.16,NA,6,1.49,7
scaffold_28312_2731,7.16,NA,NA,7.16,NA,NA,NA,7
scaffold_28312_2782,7.16,NA,NA,7.16,NA,NA,NA,7
scaffold_88315_287,7.16,NA,NA,NA,NA,6,NA,7
scaffold_88315_409,7.16,NA,NA,NA,NA,6,NA,7
scaffold_12393_6574,7.62,NA,3.13,NA,11.93,NA,NA,7
scaffold_12574_259,9.9,NA,NA,NA,11.93,NA,NA,7
scaffold_86641_502,10.8,NA,NA,NA,NA,6,2.99,7
scaffold_23393_1217,11.04,NA,NA,15.56,NA,6,NA,7
scaffold_23393_1260,11.04,NA,NA,15.56,NA,6,NA,7
scaffold_30502_3978,11.64,NA,3.13,16.15,14.32,NA,NA,7
SCF25944,11.64,NA,NA,15.56,14.32,NA,NA,7
SCF2483,11.64,NA,NA,15.56,NA,NA,NA,7
scaffold_88315_403,12.29,11.07,NA,NA,NA,6,4.48,7
scaffold_113206_304,12.29,NA,NA,16.15,15.51,6,4.48,7
scaffold_36859_1627,12.29,NA,NA,NA,14.32,NA,NA,7
scaffold_30502_3988,12.29,NA,NA,NA,14.32,NA,NA,7
scaffold_5574_7566,12.29,NA,NA,NA,14.32,NA,NA,7
scaffold_108075_740,12.29,NA,NA,NA,14.32,NA,NA,7
1trimcontig435620,12.29,NA,NA,NA,14.32,NA,NA,7
scaffold_102343_460,12.29,NA,NA,NA,14.32,NA,NA,7
scaffold_38956_1361,12.29,NA,NA,NA,NA,NA,4.48,7
scaffold_116728_151,12.29,NA,NA,NA,NA,NA,4.48,7
scaffold_22027_1767,12.29,NA,NA,NA,NA,NA,4.48,7
scaffold_10172_5201,12.55,11.07,NA,NA,NA,NA,NA,7
scaffold_30502_3970,12.55,11.07,NA,NA,NA,NA,NA,7
scaffold_48581_1824,12.55,11.07,NA,NA,NA,NA,NA,7
scaffold_102182_407,13.12,NA,NA,NA,16.1,NA,4.48,7
scaffold_25795_1067,13.23,11.66,NA,19.13,NA,NA,NA,7
scaffold_14413_3221,13.52,11.66,10.28,NA,NA,NA,NA,7
scaffold_100864_866,13.78,12.24,NA,NA,NA,NA,5.97,7
scaffold_100864_719,13.78,NA,NA,NA,NA,NA,5.97,7
scaffold_100864_801,13.78,NA,NA,NA,NA,NA,5.97,7
scaffold_20071_618,14.31,NA,10.28,NA,17.29,NA,5.97,7
scaffold_19490_4575,14.61,11.66,NA,19.13,17.29,15.04,7.46,7
scaffold_100864_878,14.61,12.24,NA,19.13,NA,NA,NA,7
scaffold_100864_879,14.61,12.24,NA,19.13,NA,NA,NA,7
scaffold_100864_911,14.61,12.24,NA,19.13,NA,NA,NA,7
scaffold_87992_860,14.61,NA,NA,NA,20.27,NA,5.97,7
scaffold_20496_1476,14.61,NA,NA,NA,20.27,NA,5.97,7
scaffold_32967_359,14.79,NA,NA,NA,17.29,NA,NA,7
scaffold_875_13088,15.27,NA,NA,19.13,17.29,15.04,7.46,7
scaffold_5230_7846,15.29,NA,NA,NA,NA,15.04,7.46,7
6ms4e4b,15.75,NA,NA,20.92,NA,NA,NA,7
SCF36745,16.77,15.91,NA,20.92,17.29,19.53,8.96,7
SCF20681,16.77,NA,NA,NA,19.08,NA,NA,7
scaffold_7764_1994,16.79,NA,NA,NA,NA,NA,8.96,7
scaffold_7764_1998,16.79,NA,NA,NA,NA,NA,8.96,7
scaffold_7764_2004,16.79,NA,NA,NA,NA,NA,8.96,7
scaffold_50033_1488,17.48,15.91,NA,22.7,20.27,NA,NA,7
scaffold_14951_2958,17.59,NA,NA,NA,20.27,NA,8.96,7
scaffold_7446_7947,17.77,NA,NA,NA,20.27,NA,NA,7
scaffold_47582_452,19.15,18.76,16.26,NA,20.27,NA,8.96,7
scaffold_13223_5370,19.15,NA,15.12,25.68,20.27,NA,NA,7
scaffold_13223_5230,19.15,NA,15.12,25.68,20.27,NA,NA,7
scaffold_13223_5231,19.15,NA,15.12,25.68,20.27,NA,NA,7
scaffold_13223_5266,19.15,NA,15.12,25.68,20.27,NA,NA,7
