marker,consensus,LG
scaffold_55523_709,92.47206615,5
scaffold_17939_2784,94.85482065,5
47166_K70,100.8182314,5
scaffold_63132_592,100.8182314,5
CA794F,100.8182314,5
scaffold_4_25150,100.8182314,5
scaffold_19553_2642,101.4325624,5
scaffold_19553_3156,101.4325624,5
scaffold_8464_1061,101.4325624,5
scaffold_7930_7939,101.4325624,5
scaffold_14912_1011,104.9904257,5
scaffold_6551_263,104.9904257,5
scaffold_26305_1005,104.9904257,5
scaffold_7439_5596,0,6
scaffold_22057_3295,0,6
scaffold_8763_1017,0,6
scaffold_7439_3017,0,6
scaffold_7439_5646,0,6
SCF84804,0,6
scaffold_16045_1843,1.190532435,6
scaffold_16045_1970,1.190532435,6
vm05418,7.157447838,6
scaffold_33050_3168,7.157447838,6
scaffold_138284_80,7.157447838,6
scaffold_26492_411,7.157447838,6
scaffold_26492_495,7.157447838,6
scaffold_138284_165,7.157447838,6
scaffold_149826_175,7.157447838,6
scaffold_138284_173,7.157447838,6
scaffold_138284_184,7.157447838,6
scaffold_155_4200,11.32667643,6
SCF41361,11.32667643,6
scaffold_12068_4841,16.70289801,6
scaffold_8030_1187,16.70289801,6
scaffold_12068_4942,16.70289801,6
scaffold_12068_4954,16.70289801,6
scaffold_63685_933,20.27584621,6
scaffold_13093_5532,20.27584621,6
scaffold_170652_55,20.27584621,6
scaffold_170652_81,20.27584621,6
scaffold_26864_4373,20.27584621,6
scaffold_613_15422,34.75856111,6
SCF204332,34.75856111,6
scaffold_115280_182,35.94926233,6
scaffold_12837_1240,35.94926233,6
scaffold_4803_6119,35.94926233,6
scaffold_12837_1247,35.94926233,6
scaffold_12837_1251,35.94926233,6
scaffold_203346_49,35.94926233,6
scaffold_28235_2302,38.92884678,6
scaffold_28856_2095,38.92884678,6
scaffold_42138_74,45.4916544,6
scaffold_143020_259,45.4916544,6
scaffold_3875_8648,45.4916544,6
scaffold_10836_1629,45.4916544,6
scaffold_1773_858,45.4916544,6
scaffold_1958_7238,45.4916544,6
scaffold_42138_246,45.4916544,6
scaffold_7181_4242,47.8744089,6
scaffold_121627_592,47.8744089,6
scaffold_40899_1890,49.06511012,6
scaffold_40899_1967,49.06511012,6
scaffold_40899_2293,49.06511012,6
scaffold_40899_1755,49.06511012,6
scaffold_40899_2356,49.06511012,6
scaffold_40899_1795,49.06511012,6
scaffold_40899_1990,49.06511012,6
scaffold_40899_2018,49.06511012,6
scaffold_40899_2108,49.06511012,6
scaffold_40899_2121,49.06511012,6
scaffold_40899_2246,49.06511012,6
scaffold_3947_9416,51.44786461,6
scaffold_4716_3230,51.44786461,6
scaffold_43653_1752,51.44786461,6
scaffold_19915_4093,51.44786461,6
scaffold_75872_1322,51.44786461,6
scaffold_109972_115,54.42340518,6
scaffold_33043_2724,57.40311811,6
vm68798,57.40311811,6
scaffold_63099_1099,57.40311811,6
scaffold_91186_492,57.40311811,6
scaffold_20993_4449,59.18959221,6
scaffold_20993_4576,59.18959221,6
SCF132506,59.18959221,6
scaffold_44272_1125,59.18959221,6
scaffold_30688_1474,59.18959221,6
scaffold_183040_109,60.97606631,6
scaffold_57682_768,60.97606631,6
scaffold_54067_2020,60.97606631,6
scaffold_54067_2153,60.97606631,6
scaffold_183040_120,60.97606631,6
scaffold_183040_149,60.97606631,6
scaffold_54067_2030,60.97606631,6
scaffold_231_5020,61.57133253,6
scaffold_97235_903,61.57133253,6
scaffold_1718_6270,61.57133253,6
SCF123189,61.57133253,6
scaffold_702_3686,61.57133253,6
scaffold_51138_759,61.57133253,6
scaffold_26836_3164,61.57133253,6
scaffold_73693_498,61.57133253,6
scaffold_49216_1283,63.35780663,6
scaffold_80880_198,63.95307284,6
scaffold_59697_1170,63.95307284,6
scaffold_132698_254,63.95307284,6
scaffold_44881_490,63.95307284,6
scaffold_120192_162,63.95307284,6
scaffold_120192_179,63.95307284,6
scaffold_120192_195,63.95307284,6
SCF161998,66.3343065,6
scaffold_16279_3838,66.3343065,6
scaffold_180807_155,66.3343065,6
scaffold_50450_1430,66.3343065,6
SCF110757,74.09955599,6
scaffold_158578_284,74.09955599,6
scaffold_34028_3620,74.09955599,6
scaffold_4250_4626,74.09955599,6
scaffold_1502_8150,74.09955599,6
scaffold_18103_327,74.09955599,6
scaffold_4250_4676,74.09955599,6
scaffold_21773_2215,74.09955599,6
scaffold_158578_309,74.09955599,6
scaffold_18103_357,74.09955599,6
scaffold_18804_2838,74.09955599,6
scaffold_21773_2217,74.09955599,6
scaffold_35142_2924,74.09955599,6
scaffold_35142_2933,74.09955599,6
scaffold_35142_2936,74.09955599,6
scaffold_35142_2960,74.09955599,6
scaffold_4250_4635,74.09955599,6
scaffold_45944_2272,74.09955599,6
scaffold_45944_2339,74.09955599,6
scaffold_79918_689,74.09955599,6
SCF150173,74.09955599,6
scaffold_2406_6866,74.09955599,6
scaffold_101679_385,74.09955599,6
scaffold_71851_333,74.09955599,6
scaffold_137339_70,85.46030574,6
scaffold_3106_5892,85.46030574,6
scaffold_52495_2172,86.05557195,6
scaffold_31501_3799,86.05557195,6
scaffold_57404_416,89.62291351,6
scaffold_20323_4482,89.62291351,6
scaffold_2449_1103,93.19313189,6
scaffold_56394_664,96.1720715,6
scaffold_91230_206,96.1720715,6
scaffold_13859_433,96.76733772,6
scaffold_13859_520,96.76733772,6
scaffold_13859_435,96.76733772,6
scaffold_53808_2008,100.9436161,6
scaffold_1871_3876,100.9436161,6
scaffold_11783_3446,100.9436161,6
scaffold_11783_3409,100.9436161,6
scaffold_40876_1296,0,7
Ig28559a,2.979712932,7
SCF28279,2.979712932,7
scaffold_72_19436,4.766187031,7
scaffold_13366_952,4.766187031,7
scaffold_803_11742,15.50934494,7
scaffold_35206_2581,15.50934494,7
scaffold_61233_1251,15.50934494,7
scaffold_61356_1841,15.50934494,7
scaffold_803_11784,15.50934494,7
scaffold01187,17.89209943,7
scaffold_58926_848,17.89209943,7
scaffold_21376_4592,18.48736565,7
scaffold_2458_6180,18.48736565,7
scaffold_66132_490,21.46707858,7
scaffold_15719_4753,23.25355268,7
scaffold_27631_2392,25.04002678,7
scaffold_4504_1493,25.04002678,7
scaffold_12219_3515,25.04002678,7
scaffold_12219_4711,25.04002678,7
scaffold_12219_4721,25.04002678,7
scaffold_12219_4738,25.04002678,7
scaffold_4504_1512,25.04002678,7
scaffold_4504_7407,25.04002678,7
scaffold_98474_988,25.04002678,7
scaffold_67540_1121,31.6028818,7
scaffold_67540_1122,31.6028818,7
scaffold_99405_491,31.6028818,7
scaffold_17_20403,39.97334625,7
SCF34071,39.97334625,7
scaffold_26512_1632,39.97334625,7
scaffold_75253_1014,42.35610074,7
scaffold_50255_1838,42.35610074,7
scaffold_15771_2168,42.35610074,7
scaffold_91277_62,42.35610074,7
scaffold_30418_792,42.35610074,7
scaffold_37323_2830,42.35610074,7
scaffold_37323_2847,42.35610074,7
scaffold_2038_8084,45.93362183,7
SCF98180,45.93362183,7
SCF46588,45.93362183,7
scaffold_3192_9850,48.91333476,7
SCF14189,48.91333476,7
scaffold_25796_3300,48.91333476,7
scaffold_3192_9929,48.91333476,7
scaffold_3192_9764,48.91333476,7
scaffold_12986_5570,48.91333476,7
scaffold_25796_3349,48.91333476,7
SCF13753,48.91333476,7
SCF6926,48.91333476,7
scaffold_40948_2457,55.49877102,7
scaffold_32964_1918,55.49877102,7
scaffold_24404_4173,55.49877102,7
scaffold_10455_4718,55.49877102,7
scaffold_40948_2518,55.49877102,7
scaffold_199177_148,55.49877102,7
scaffold_24404_4201,55.49877102,7
scaffold_40948_2521,55.49877102,7
scaffold_40948_2525,55.49877102,7
ct129169,56.68930346,7
scaffold_99080_463,59.66647878,7
354699_K63,59.66647878,7
scaffold_99080_464,59.66647878,7
scaffold_99080_466,59.66647878,7
scaffold_5160_1395,63.24398716,7
scaffold_38858_722,63.24398716,7
scaffold_4903_8471,63.24398716,7
scaffold_717_10629,63.24398716,7
scaffold_16616_3104,63.24398716,7
scaffold_18756_190,63.24398716,7
scaffold_80542_1301,63.24398716,7
scaffold_36840_2902,63.24398716,7
scaffold_49717_1688,63.24398716,7
SCF149989,63.24398716,7
SCF11065,63.24398716,7
scaffold_5769_2548,63.24398716,7
scaffold_2740_7412,63.24398716,7
scaffold_27378_1296,63.24398716,7
scaffold_36242_2132,63.24398716,7
scaffold_1683_5760,63.24398716,7
scaffold_4317_1177,63.24398716,7
scaffold_43277_235,63.24398716,7
scaffold_102879_424,63.24398716,7
scaffold_111198_179,63.24398716,7
scaffold_1683_5762,63.24398716,7
scaffold_19245_4079,63.24398716,7
scaffold_19350_2587,63.24398716,7
scaffold_193516_132,63.24398716,7
scaffold_20334_1036,63.24398716,7
scaffold_20334_1071,63.24398716,7
scaffold_22013_2740,63.24398716,7
scaffold_22643_426,63.24398716,7
scaffold_27266_4138,63.24398716,7
scaffold_29355_3204,63.24398716,7
scaffold_47226_1672,63.24398716,7
scaffold_49344_1877,63.24398716,7
scaffold_49344_1920,63.24398716,7
scaffold_5160_1428,63.24398716,7
scaffold_65833_429,63.24398716,7
scaffold_66294_1225,63.24398716,7
scaffold_85482_682,63.24398716,7
scaffold_9527_1270,63.24398716,7
scaffold_48358_99,72.21048829,7
scaffold_10107_5408,72.21048829,7
vm40600,72.80575451,7
scaffold_76280_860,72.80575451,7
408825_K63,72.80575451,7
ct144936,72.80575451,7
scaffold_91065_485,79.38176295,7
scaffold_91065_549,79.38176295,7
scaffold_10203_5708,89.64245652,7
scaffold_19773_1054,89.64245652,7
SCF75572,89.64245652,7
scaffold_7865_2784,89.64245652,7
scaffold_68963_1680,89.64245652,7
scaffold_21282_993,89.64245652,7
vm34671,92.71740491,7
scaffold_74938_137,92.71740491,7
scaffold_67779_300,95.76086632,7
scaffold_3434_5239,95.76086632,7
scaffold_3434_5122,95.76086632,7
scaffold_3434_5145,95.76086632,7
scaffold_23173_4257,98.14362081,7
SCF145689,98.14362081,7
scaffold_10266_3111,104.699924,7
scaffold_67470_1299,104.699924,7
scaffold_22527_3204,104.699924,7
scaffold_51144_289,104.699924,7
scaffold_6691_4675,106.4863981,7
scaffold_115562_401,106.4863981,7
scaffold_84992,106.4863981,7
scaffold_3312_7352,106.4863981,7
scaffold_3312_7384,106.4863981,7
scaffold_6691_4697,106.4863981,7
SCF192219,0,8
scaffold_137684_323,0,8
scaffold_137684_431,0,8
scaffold_53070_1288,0,8
scaffold_7165_3070,0,8
scaffold_126167_484,0,8
scaffold_28050_206,0,8
scaffold_16088_2299,0,8
scaffold_30218_1545,0,8
scaffold_60074_1720,1.190701225,8
1trimcontig339726,1.785967442,8
scaffold_31999_880,2.381233659,8
scaffold_15239_3561,2.381233659,8
scaffold_430_12130,10.75287674,8
SCF113558,10.75287674,8
scaffold_4356_1245,10.75287674,8
GVC-V31e03_240,10.75287674,8
scaffold_5305_5015,10.75287674,8
scaffold_13657_2284,10.75287674,8
scaffold_5305_5023,10.75287674,8
scaffold_92486_842,11.34814296,8
scaffold_78853_330,16.72592745,8
SCF147117,16.72592745,8
scaffold_93830_824,17.91662868,8
scaffold_18938_4573,19.70310278,8
scaffold_18938_4593,19.70310278,8
scaffold_39646_1106,20.893804,8
scaffold_19084_2934,20.893804,8
scaffold_103669_524,20.893804,8
scaffold_71573_464,24.47132509,8
scaffold_8871_2482,24.47132509,8
scaffold_71573_363,24.47132509,8
scaffold_1462_6406,24.47132509,8
scaffold_71573_390,24.47132509,8
scaffold_71573_393,24.47132509,8
scaffold_71573_407,24.47132509,8
scaffold_867_9961,26.25382149,8
scaffold_57397_504,26.25382149,8
scaffold_89554_711,34.66369655,8
scaffold_73116_456,34.66369655,8
scaffold_25155_1018,34.66369655,8
scaffold_25155_1102,34.66369655,8
scaffold_9674_5717,35.85439778,8
scaffold_27319_2455,35.85439778,8
scaffold_43513_843,36.44966399,8
scaffold_153676_312,36.44966399,8
scaffold_19346_4612,37.04493021,8
scaffold_60523_170,37.04493021,8
scaffold_27703_3875,38.23563144,8
scaffold_27703_3878,38.23563144,8
scaffold_27703_3893,38.23563144,8
scaffold_25116_2736,48.36871784,8
scaffold_25116_2650,48.36871784,8
scaffold_54808_1901,48.36871784,8
scaffold_25116_2669,48.36871784,8
scaffold_28915_1658,50.15519194,8
scaffold_28915_1755,50.15519194,8
scaffold_45169_1580,50.15519194,8
scaffold_28915_1682,50.15519194,8
scaffold_45169_1598,50.15519194,8
scaffold_65869_348,51.94166604,8
scaffold_23771_1614,51.94166604,8
scaffold_8296_1115,51.94166604,8
scaffold_61919_429,51.94166604,8
scaffold_52913_1555,51.94166604,8
scaffold_52913_1566,51.94166604,8
scaffold_23771_2193,51.94166604,8
scaffold_132094_233,51.94166604,8
scaffold_100544_222,51.94166604,8
SCF139334,53.13060676,8
scaffold_6661_6686,53.72587298,8
scaffold_7419_2320,53.72587298,8
scaffold_17555_1732,54.32113919,8
scaffold_8717_2081,54.32113919,8
scaffold_18775_1385,54.32113919,8
scaffold_17555_1746,54.32113919,8
scaffold_17555_4794,54.32113919,8
scaffold_14917_902,54.91640541,8
scaffold_32862_852,54.91640541,8
scaffold_14917_865,54.91640541,8
scaffold_32862_813,54.91640541,8
scaffold_147512_363,54.91640541,8
scaffold_147512_365,54.91640541,8
SCF3427,57.29725396,8
scaffold_9477_1301,57.29725396,8
vm27120,57.89252018,8
scaffold_1060_11605,57.89252018,8
scaffold_164_11225,57.89252018,8
scaffold_5738_1571,59.67899428,8
scaffold_5738_1508,59.67899428,8
scaffold_9039_2289,65.05677877,8
SCF92414,65.05677877,8
scaffold_27045_414,68.0364917,8
scaffold_510_1791,71.61401279,8
scaffold_510_1664,71.61401279,8
scaffold_5777_3481,71.61401279,8
scaffold_1420_1222,76.99179729,8
scaffold_1420_1086,76.99179729,8
scaffold_1420_1047,76.99179729,8
scaffold_1420_1108,76.99179729,8
scaffold_1420_1120,76.99179729,8
scaffold_1420_1224,76.99179729,8
SCF89801,79.97109052,8
scaffold_5577_4817,79.97109052,8
SCF133376,79.97109052,8
scaffold_41120_329,79.97109052,8
scaffold_4374_2000,81.16179174,8
scaffold_7691_4091,81.16179174,8
scaffold_7691_4094,81.16179174,8
scaffold_78684_388,97.62769418,8
scaffold_5398_3808,97.62769418,8
scaffold_27578_2451,97.62769418,8
scaffold_27578_2464,97.62769418,8
scaffold_53114_2351,97.62769418,8
scaffold_5398_3833,97.62769418,8
scaffold_116484_341,103.6084318,8
scaffold_47860_2114,103.6084318,8
scaffold_47860_2068,103.6084318,8
scaffold_7713_5315,103.6084318,8
scaffold_47860_2089,103.6084318,8
scaffold_47860_2140,103.6084318,8
scaffold_8060_5438,105.3949059,8
scaffold_353_1231,105.3949059,8
scaffold_32710_1148,105.3949059,8
scaffold_1140_9115,111.3748756,8
scaffold_71660_1457,111.3748756,8
scaffold_5306_1590,111.3748756,8
scaffold_125540_134,111.3748756,8
scaffold_19887_2473,111.3748756,8
scaffold_26783_2090,111.3748756,8
scaffold_82631_546,0,9
ct139553,0,9
scaffold_24139_707,0,9
scaffold_18447_3308,0,9
scaffold_82631_465,0,9
scaffold_2269_3660,0,9
scaffold_46282_47,1.190701225,9
scaffold_9532_3973,1.785967442,9
scaffold_9532_3998,1.785967442,9
scaffold_31032_2657,7.155119158,9
scaffold_28312_2731,7.155119158,9
scaffold_2036_6587,7.155119158,9
scaffold_2036_6634,7.155119158,9
scaffold_28312_2782,7.155119158,9
SCF2483,15.55728606,9
scaffold_23393_1217,15.55728606,9
scaffold_23393_1260,15.55728606,9
scaffold_25795_1067,19.12996116,9
scaffold_100864_878,19.12996116,9
scaffold_100864_879,19.12996116,9
scaffold_100864_911,19.12996116,9
6ms4e4b,20.91643526,9
SCF7155,25.68262229,9
scaffold_148885_273,25.68262229,9
scaffold_14227_1780,28.06525451,9
scaffold_8238_5568,28.06525451,9
scaffold_8356_2918,28.06525451,9
scaffold_913_6912,28.06525451,9
scaffold_30591_62,28.06525451,9
scaffold_2621_2069,28.06525451,9
scaffold_20095_616,30.44800901,9
scaffold_15092_4491,30.44800901,9
scaffold_3418_9138,30.44800901,9
scaffold_2995_9843,30.44800901,9
scaffold_47665_2055,30.44800901,9
scaffold_3418_9058,30.44800901,9
scaffold_76080_956,35.20917757,9
scaffold_20940_1397,35.20917757,9
scaffold_4190_6575,35.20917757,9
scaffold_4190_1674,35.20917757,9
scaffold_20940_1417,35.20917757,9
scaffold_4190_1712,35.20917757,9
scaffold_76080_961,35.20917757,9
SCF116864,39.37901575,9
scaffold_30468_976,42.34966989,9
scaffold_2009_9521,42.34966989,9
scaffold_285_5082,42.34966989,9
scaffold_30468_1024,42.34966989,9
scaffold_25559_3431,50.10354309,9
ct145906,50.10354309,9
scaffold_101118_92,54.27989521,9
scaffold_7473_7195,54.27989521,9
scaffold_46201_1191,54.27989521,9
scaffold_3253_2932,54.27989521,9
scaffold_150262_106,54.27989521,9
scaffold_47798_1845,54.27989521,9
scaffold_46201_1192,54.27989521,9
scaffold_47798_1848,54.27989521,9
scaffold_11351_6061,57.8574163,9
scaffold_11351_6036,57.8574163,9
scaffold_4648_8313,57.8574163,9
scaffold_16392_3223,57.8574163,9
scaffold_4648_8345,57.8574163,9
scaffold_4648_8356,57.8574163,9
scaffold_4648_8361,57.8574163,9
scaffold_4648_8403,57.8574163,9
scaffold_4648_8406,57.8574163,9
scaffold_4648_8426,57.8574163,9
scaffold_16505_2368,60.83459163,9
SCF72379,60.83459163,9
SCF34010,60.83459163,9
scaffold_44609_99,60.83459163,9
scaffold_16505_2290,60.83459163,9
scaffold_101413_281,62.02529285,9
SCF137494,62.02529285,9
ct147864,62.02529285,9
scaffold_11311_2406,63.21599407,9
scaffold_11311_2457,63.21599407,9
scaffold_88427_686,63.21599407,9
scaffold_15012_3010,63.21599407,9
scaffold_1355_13246,63.21599407,9
scaffold_196647_142,63.21599407,9
scaffold_57870_740,63.21599407,9
scaffold_8129_4864,63.21599407,9
scaffold_41750_1478,63.21599407,9
scaffold_52061_1998,63.21599407,9
scaffold_196647_87,63.21599407,9
scaffold_196647_89,63.21599407,9
scaffold_29800_884,63.21599407,9
scaffold_73591_960,63.21599407,9
scaffold_91938_860,66.79185051,9
scaffold_15867_4961,68.57832461,9
scaffold_116107_616,68.57832461,9
scaffold_30770_2816,68.57832461,9
scaffold_15867_4774,68.57832461,9
scaffold_30770_2866,68.57832461,9
SCF138014,68.57832461,9
scaffold_20427_5005,70.3647987,9
scaffold_94354_1052,70.3647987,9
scaffold_64606_419,75.72726613,9
scaffold_79768_1115,75.72726613,9
scaffold_79143_1116,75.72726613,9
scaffold_31802_1350,75.72726613,9
scaffold_20234_3741,75.72726613,9
scaffold_79768_1121,75.72726613,9
scaffold_79768_1145,75.72726613,9
scaffold_38562_2080,79.30072185,9
scaffold_13710_6220,80.49142308,9
scaffold_26825_3477,81.08668929,9
scaffold_7445_3853,85.95232694,9
scaffold_27176_3574,85.95232694,9
scaffold_1508_380,92.13664999,9
scaffold_14559_1348,92.13664999,9
scaffold_5881_2106,93.92312409,9
scaffold_102003_398,93.92312409,9
scaffold_18340_3844,95.11382531,9
scaffold_16126_2401,95.11382531,9
scaffold_18150_1064,99.29017743,9
scaffold_54986_428,99.88544365,9
scaffold_58406_183,100.4807099,9
scaffold_54986_588,100.4807099,9
scaffold_54986_840,100.4807099,9
scaffold_54986_817,100.4807099,9
scaffold_54986_622,100.4807099,9
scaffold_54986_590,100.4807099,9
scaffold_54986_593,100.4807099,9
scaffold_54986_627,100.4807099,9
scaffold_54986_650,100.4807099,9
scaffold_54986_877,100.4807099,9
scaffold_14570_2560,101.0759761,9
SCF46824,101.0759761,9
scaffold_14198_2999,106.4352435,9
1trimcontig450309,106.4352435,9
scaffold_14671_5396,106.4352435,9
scaffold_85353_971,108.221211,9
scaffold_80771_1004,108.221211,9
scaffold_8773_3423,108.221211,9
scaffold_55518_2216,0,10
scaffold_1405_3342,2.382754495,10
scaffold_48644_1138,2.382754495,10
scaffold_2818_7348,5.362467427,10
scaffold_2818_7317,5.362467427,10
scaffold_17610_5409,5.362467427,10
scaffold_2818_7369,5.362467427,10
scaffold_2818_7377,5.362467427,10
scaffold_36630_1470,5.362467427,10
scaffold_4840_3606,7.743861261,10
scaffold_62655_1406,8.934562486,10
scaffold_62655_1463,8.934562486,10
scaffold_99457_319,9.529828703,10
scaffold_99457_312,9.529828703,10
scaffold_85554_1128,9.529828703,10
scaffold_85554_1130,9.529828703,10
scaffold_3809_1860,10.12509492,10
scaffold_5578_7960,10.12509492,10
scaffold_69546_1416,10.72036114,10
scaffold_64939_1541,10.72036114,10
scaffold_37044_2156,14.29327331,10
scaffold_31973_630,14.29327331,10
scaffold_31973_619,14.29327331,10
scaffold_31973_631,14.29327331,10
scaffold_303_14812,14.29327331,10
scaffold_303_14773,14.29327331,10
scaffold_120368_140,25.10121706,10
scaffold_37953_2229,25.10121706,10
scaffold_37953_2374,25.10121706,10
scaffold_40272_1259,25.10121706,10
scaffold_37953_2377,25.10121706,10
SCF57479,25.10121706,10
scaffold_132857_319,26.29191829,10
121633_K63,29.26695155,10
scaffold_51167_1574,31.64970604,10
scaffold_51167_1566,31.64970604,10
scaffold_23031_2145,34.03063508,10
SCF38340,34.03063508,10
scaffold_30061_2463,34.03063508,10
scaffold_30061_2502,34.03063508,10
scaffold_40211_776,34.03063508,10
scaffold_26875_2437,34.03063508,10
scaffold_26875_2440,34.03063508,10
scaffold_15208_4395,35.22116751,10
1trimcontig439466,35.22116751,10
SCF9815,35.22116751,10
scaffold_18210_2626,39.99628968,10
scaffold_18210_2781,39.99628968,10
scaffold_18210_2746,39.99628968,10
scaffold_24160_2138,39.99628968,10
scaffold_15548_1005,43.57381078,10
scaffold_88664_663,43.57381078,10
scaffold_113156_448,43.57381078,10
scaffold_29047_2076,44.16907699,10
scaffold_61575_203,44.16907699,10
scaffold_2087_7048,44.16907699,10
scaffold_5850_3387,45.95263829,10
scaffold_1733_151,45.95263829,10
scaffold_59598_424,45.95263829,10
scaffold_85748_525,45.95263829,10
scaffold_94531_926,45.95263829,10
scaffold_108730_32,45.95263829,10
scaffold_37792_1500,45.95263829,10
scaffold_29047_2048,45.95263829,10
scaffold_5795_673,45.95263829,10
scaffold_1733_156,45.95263829,10
scaffold_52106_445,45.95263829,10
scaffold_83752_1040,45.95263829,10
scaffold_83752_1086,45.95263829,10
scaffold_94531_929,45.95263829,10
scaffold_94531_943,45.95263829,10
SCF108252,45.95263829,10
SCF128992,45.95263829,10
scaffold_32248_1991,47.14333951,10
scaffold_57453_1060,47.14333951,10
scaffold_12185_2899,47.14333951,10
scaffold_56734_1093,47.14333951,10
scaffold_56734_1132,47.14333951,10
SCF78184,47.14333951,10
SCF7845,50.71628771,10
scaffold_14492_5182,50.71628771,10
scaffold_55507_341,50.71628771,10
scaffold_14492_5220,50.71628771,10
scaffold_27872_1456,53.69600064,10
scaffold_61162_718,55.48247474,10
scaffold_46400_1023,57.86522924,10
scaffold_18271_1049,57.86522924,10
scaffold_40993_3056,57.86522924,10
scaffold_18271_1059,57.86522924,10
scaffold_200430_94,61.43352301,10
scaffold_8068_4184,61.43352301,10
scaffold_8068_4135,61.43352301,10
scaffold_8068_4262,61.43352301,10
scaffold_8068_4160,61.43352301,10
scaffold_8068_4197,61.43352301,10
scaffold_12440_4793,61.43352301,10
scaffold_12440_4869,61.43352301,10
scaffold_49385_464,61.43352301,10
scaffold_5969_6481,65.56213234,10
scaffold_115971_74,70.33154875,10
scaffold_31246,78.68290882,10
scaffold_20885_4545,84.26808666,10
scaffold_743_1726,84.26808666,10
scaffold_1637_7350,86.10885961,10
scaffold_1637_7446,86.10885961,10
scaffold_7771_2057,93.88313794,10
scaffold_10070_6536,93.88313794,10
scaffold_1499_11576,98.05948933,10
scaffold_19017,98.05948933,10
SCF153094,98.05948933,10
scaffold_8555_7284,107.0199445,10
scaffold_194092_103,107.0199445,10
scaffold_8555_7312,107.0199445,10
scaffold_95650_374,111.7841014,10
scaffold_12659_2033,111.7841014,10
scaffold_12659_2051,111.7841014,10
scaffold_47329_1182,0,11
ct94504,4.764156945,11
scaffold_71525_1564,4.764156945,11
scaffold_5428_1979,4.764156945,11
scaffold_10709_5238,4.764156945,11
scaffold_40808_2829,4.764156945,11
scaffold_31187_2503,19.70730566,11
5ms2b12,19.70730566,11
scaffold_42523_2226,19.70730566,11
scaffold_49749_788,20.89800689,11
scaffold_2971_4707,20.89800689,11
scaffold_2971_4637,20.89800689,11
scaffold_421_12120,26.87874912,11
scaffold_421_12125,26.87874912,11
scaffold_421_12123,26.87874912,11
scaffold_421_12126,26.87874912,11
scaffold_14868_593,27.47401533,11
scaffold_20563_1957,27.47401533,11
scaffold_14113_5197,31.05153642,11
scaffold_21976_1734,31.05153642,11
scaffold_49537_1710,32.83755022,11
scaffold_28119_1915,32.83755022,11
scaffold_70438_845,34.62402432,11
scaffold_70438_852,34.62402432,11
scaffold_293_13406,36.41049842,11
scaffold_47054_2298,36.41049842,11
scaffold_47054_2317,36.41049842,11
scaffold_4761_4837,44.15843367,11
scaffold_44149_1218,44.15843367,11
scaffold_4761_4853,44.15843367,11
scaffold_2126_10218,46.54118817,11
scaffold_4724_2880,46.54118817,11
scaffold_97922_695,46.54118817,11
scaffold_5952_4592,46.54118817,11
scaffold_100190_229,46.54118817,11
scaffold_8860_2075,46.54118817,11
scaffold_23760_3475,50.70751818,11
scaffold_16032_5807,50.70751818,11
scaffold_16540_5236,50.70751818,11
scaffold_16540_5244,50.70751818,11
scaffold_25483_644,51.8982194,11
scaffold_3474_6975,51.8982194,11
scaffold_2436_5595,52.49348562,11
scaffold_18008_3339,53.08875184,11
scaffold_222939_110,53.08875184,11
scaffold_2295_2038,53.08875184,11
scaffold_41942_2055,53.08875184,11
vm52204,53.08875184,11
scaffold_55482_425,53.08875184,11
scaffold_113453_577,53.08875184,11
scaffold_113550_188,53.08875184,11
scaffold_170656_108,53.08875184,11
scaffold_18755_3637,56.06846477,11
scaffold_15914_3804,56.66373098,11
scaffold_80923_1123,56.66373098,11
scaffold_6270_6464,56.66373098,11
305731_K63,56.66373098,11
scaffold_23637_4496,56.66373098,11
scaffold_52689_990,56.66373098,11
scaffold_6270_6500,56.66373098,11
scaffold_82274_764,56.66373098,11
scaffold_64658_1073,60.23566587,11
scaffold_1228_3985,60.23566587,11
scaffold_42834_865,60.23566587,11
scaffold_1228_4011,60.23566587,11
scaffold_42834_867,60.23566587,11
scaffold_68686_1244,60.23566587,11
scaffold_68686_1291,60.23566587,11
scaffold_68686_1292,60.23566587,11
scaffold_3760_922,60.83093209,11
scaffold_51514_2267,61.4261983,11
scaffold_3706_3322,61.4261983,11
SCF38553,61.4261983,11
scaffold_3706_3323,61.4261983,11
scaffold_22674_919,69.18007127,11
scaffold_50216_824,69.18007127,11
scaffold_22849_2855,69.18007127,11
scaffold_55661_422,69.18007127,11
scaffold_6531_346,69.18007127,11
scaffold_8390_6599,72.15696929,11
scaffold_4752_1024,72.15696929,11
scaffold_51054_1974,72.15696929,11
scaffold_60004_1026,74.58975697,11
scaffold_1015_8686,74.58975697,11
SCF96539,81.73052211,11
scaffold_5443_4548,83.51699621,11
scaffold_5443_4559,83.51699621,11
scaffold_824_4565,88.28094811,11
scaffold_23446_3911,88.28094811,11
scaffold_23446_3933,88.28094811,11
scaffold_45116_2562,88.28094811,11
SCF108294,104.8019658,11
scaffold_54067_2072,105.9924983,11
scaffold_54067_2091,105.9924983,11
scaffold_54067_2092,105.9924983,11
scaffold_13790_6221,108.4757457,11
scaffold_53043_1457,108.4757457,11
scaffold_39345_1063,108.4757457,11
scaffold_17876_1908,108.4757457,11
scaffold_39345_990,108.4757457,11
scaffold_77975_476,108.4757457,11
scaffold_893_13996,112.1185124,11
scaffold_24503_4120,112.1185124,11
