marker,LG,Composite Map Position,[BGx(BLxNL)]95,GH1x35,Mullica Queen,Crimson Queen,Mullica Queen,Stevens,Polashock et al. (2014) scaffold,Predicted CDS
scaffold_14227_1780,7,22.9,NA,19.66,28.07,NA,21.03,NA,>scaffold_14227,g16562.t1
scaffold_31412_2217,7,23.69,NA,19.66,NA,NA,NA,NA,>scaffold_31412,NA
scaffold_15092_4491,7,23.8,NA,NA,30.45,NA,21.03,NA,>scaffold_15092,g17173.t1
scaffold_3418_9058,7,23.8,NA,NA,30.45,NA,21.03,NA,>scaffold_3418,g5873.t1
scaffold_281_9110,7,24.26,NA,NA,NA,NA,NA,16.43,>scaffold_281,g815.t1
scaffold_8238_5544,7,24.26,NA,NA,NA,NA,NA,16.43,#N/A,#N/A
scaffold_2683_5245,7,24.26,27.48,19.66,NA,26.83,NA,16.43,>scaffold_2683,NA
scaffold_11427_1777,7,24.26,NA,19.77,NA,NA,NA,NA,>scaffold_11427,g14290.t1
scaffold_2683_5244,7,24.26,NA,NA,NA,26.83,NA,16.43,#N/A,#N/A
scaffold_14227_1861,7,24.26,NA,NA,NA,26.83,NA,16.43,#N/A,#N/A
scaffold_2995_9843,7,24.33,27.48,20.01,30.45,NA,NA,NA,>scaffold_2995,g5271.t1
scaffold_20095_616,7,24.33,27.48,NA,30.45,NA,21.03,NA,>scaffold_20095,NA
scaffold_24705_1888,7,24.33,27.48,NA,NA,NA,NA,NA,>scaffold_24705,g23447.t1
scaffold_3418_9138,7,24.33,27.48,NA,30.45,NA,21.03,NA,#N/A,#N/A
scf31h,7,24.33,27.48,NA,30.45,26.83,NA,NA,#N/A,#N/A
scaffold_2683_5298,7,24.33,NA,NA,NA,26.83,NA,NA,#N/A,#N/A
scaffold_47665_2055,7,24.57,NA,20.54,30.45,NA,NA,NA,>scaffold_47665,NA
scaffold_44854_1089,7,24.86,NA,20.54,NA,NA,NA,NA,>scaffold_44854,NA
SCF25221,7,25.82,NA,20.54,30.45,30.4,NA,NA,>scaffold_52311,NA
scaffold_30599_578,7,25.82,NA,NA,NA,28.61,NA,17.99,>scaffold_30599,NA
scaffold_4189_6575,7,26.89,30.04,NA,NA,NA,NA,NA,>scaffold_4189,NA
scaffold_20940_1397,7,28.56,NA,NA,35.21,NA,NA,NA,#N/A,#N/A
scaffold_4190_6575,7,28.56,NA,NA,35.21,NA,NA,NA,>scaffold_4190,g6878.t1
scaffold_4190_1674,7,28.56,NA,NA,35.21,NA,NA,NA,#N/A,#N/A
scaffold_20940_1417,7,28.56,NA,NA,35.21,NA,NA,NA,#N/A,#N/A
scaffold_4190_1712,7,28.56,NA,NA,35.21,NA,NA,NA,#N/A,#N/A
scaffold_76080_961,7,28.56,NA,NA,35.21,NA,NA,NA,>scaffold_76080,NA
scaffold_76080_956,7,29.45,32.6,NA,35.21,NA,NA,NA,#N/A,#N/A
scaffold_35800_2348,7,29.45,32.6,26.83,35.21,30.4,NA,NA,>scaffold_35800,NA
scaffold_35800_2391,7,29.45,32.6,26.83,35.21,30.4,NA,NA,#N/A,#N/A
SCF85946,7,29.45,NA,NA,NA,30.4,NA,NA,#N/A,#N/A
scaffold_35800_2379,7,30.07,32.6,26.83,NA,NA,NA,NA,#N/A,#N/A
scaffold_24689_3361,7,32.42,NA,NA,NA,33.37,NA,NA,>scaffold_24689,g23440.t1
SCF184873,7,32.42,NA,NA,NA,33.37,NA,NA,>scaffold_83897,NA
SCF116864,7,32.73,NA,NA,39.38,NA,NA,NA,>scaffold_58040,NA
scaffold_198_16584,7,32.85,NA,28.53,NA,NA,NA,NA,>scaffold_198,g616.t1
scaffold_53332_313,7,33.15,36.3,NA,NA,NA,NA,NA,>scaffold_53332,NA
scaffold_9777_696,7,33.15,36.3,28.53,NA,35.75,NA,25.41,>scaffold_9777,g12767.t1
scaffold_109158_300,7,33.15,36.3,NA,NA,NA,NA,NA,>scaffold_109158,NA
scaffold_198_16611,7,33.15,36.3,NA,NA,NA,NA,25.41,#N/A,#N/A
scaffold_907_14846,7,33.24,NA,NA,NA,NA,NA,25.41,>scaffold_907,g2050.t1
scaffold_198_16471,7,33.24,NA,NA,NA,NA,NA,25.41,#N/A,#N/A
scaffold_198_16493,7,33.24,NA,NA,NA,NA,NA,25.41,#N/A,#N/A
scaffold_5376_9253,7,33.24,NA,NA,NA,NA,NA,25.41,>scaffold_5376,g8327.t1
SCF112540,7,34.8,NA,NA,NA,35.75,NA,NA,>scaffold_16772,g18427.t1
scaffold_91286_819,7,34.8,NA,NA,NA,35.75,NA,NA,>scaffold_91286,NA
scaffold_91286_831,7,34.8,NA,NA,NA,35.75,NA,NA,#N/A,#N/A
scaffold_8277_5306,7,34.8,NA,NA,NA,35.75,NA,NA,>scaffold_8277,NA
scaffold_8277_5300,7,34.8,NA,NA,NA,35.75,NA,NA,#N/A,#N/A
SCF111145,7,35.19,NA,NA,42.35,35.75,NA,NA,#N/A,#N/A
scaffold_2009_9521,7,35.19,NA,NA,42.35,NA,34.8,NA,>scaffold_2009,g3874.t1
scaffold_285_5082,7,35.7,NA,31.38,42.35,NA,34.8,NA,>scaffold_285,g821.t1
scaffold_30468_1024,7,35.7,NA,31.38,42.35,NA,NA,NA,>scaffold_30468,NA
scaffold_30468_976,7,35.7,NA,31.38,42.35,NA,NA,NA,#N/A,#N/A
scaffold_48675_2016,7,38.26,NA,33.94,46.53,37.53,34.8,NA,>scaffold_48675,NA
scaffold_806_2844,7,38.26,NA,33.94,46.53,36.94,40.97,NA,>scaffold_806,g1877.t1
scaffold_7150_5126,7,38.26,NA,NA,NA,35.75,NA,32.93,>scaffold_7150,NA
scaffold_164771_190,7,38.26,NA,NA,NA,35.75,NA,32.93,>scaffold_164771,NA
scaffold_9284_950,7,38.26,NA,NA,NA,35.75,NA,32.93,>scaffold_9284,g12303.t1
scaffold_109158_282,7,40.76,NA,NA,NA,NA,NA,32.93,#N/A,#N/A
scaffold_42551_2207,7,40.76,NA,NA,NA,NA,NA,32.93,>scaffold_42551,NA
scaffold_42551_2211,7,40.76,NA,NA,NA,NA,NA,32.93,#N/A,#N/A
scaffold_42551_2228,7,40.76,NA,NA,NA,NA,NA,32.93,#N/A,#N/A
scaffold_42551_2239,7,40.76,NA,NA,NA,NA,NA,32.93,#N/A,#N/A
scaffold_2009_9555,7,41.4,44.88,NA,NA,NA,NA,32.93,#N/A,#N/A
scaffold_2009_9576,7,41.4,44.88,NA,NA,NA,NA,32.93,#N/A,#N/A
scaffold_8913_2006,7,41.73,44.88,NA,NA,39.32,NA,NA,>scaffold_8913,NA
scaffold_20458_1655,7,41.73,44.88,NA,NA,39.32,NA,NA,>scaffold_20458,g20912.t1
SCF94237,7,41.83,NA,NA,50.1,39.32,40.48,NA,#N/A,#N/A
80734_K70,7,41.83,NA,NA,50.1,39.32,NA,NA,>scaffold_88774,NA
ct145906,7,41.83,NA,NA,50.1,NA,NA,NA,>scaffold_60530,g35264.t1
scaffold_6921_6390,7,41.83,NA,NA,50.1,39.32,40.48,NA,>scaffold_6921,NA
scaffold_7473_7274,7,41.83,NA,NA,NA,39.32,NA,NA,>scaffold_7473,NA
scaffold_2519_117,7,41.83,NA,NA,NA,39.32,NA,NA,>scaffold_2519,g4617.t1
scaffold_47798_2069,7,41.83,NA,NA,NA,39.32,NA,NA,>scaffold_47798,g32382.t1
scaffold_3253_2921,7,41.83,NA,NA,NA,39.32,NA,NA,>scaffold_3253,g5640.t1
scaffold_3253_2881,7,41.83,NA,NA,NA,39.32,NA,NA,#N/A,#N/A
scaffold_82126_591,7,41.83,NA,NA,NA,39.32,NA,NA,>scaffold_82126,NA
scaffold_3253_2909,7,42.26,45.74,NA,NA,39.32,NA,NA,#N/A,#N/A
scaffold_2519_122,7,42.26,45.74,NA,NA,39.32,NA,NA,#N/A,#N/A
scaffold_7675_3070,7,42.26,45.74,NA,NA,39.32,NA,34.43,>scaffold_7675,NA
scaffold_7675_3073,7,42.26,45.74,NA,NA,39.32,NA,34.43,#N/A,#N/A
scaffold_6921_6346,7,42.26,NA,39.35,50.1,39.32,40.48,NA,#N/A,#N/A
scaffold_6921_6406,7,42.26,NA,39.35,50.1,39.32,40.48,NA,#N/A,#N/A
scaffold_6921_6415,7,42.26,NA,39.35,50.1,39.32,40.48,NA,#N/A,#N/A
scaffold_7675_2964,7,42.41,45.74,NA,NA,39.32,NA,35.92,#N/A,#N/A
scaffold_7675_3013,7,42.41,45.74,NA,NA,39.32,NA,35.92,#N/A,#N/A
scaffold_24904_3874,7,42.59,45.74,NA,NA,NA,NA,NA,>scaffold_24904,g23555.t1
scaffold_25559_3431,7,42.59,45.74,39.35,50.1,NA,NA,NA,>scaffold_25559,NA
scaffold_49114_513,7,43.75,NA,NA,NA,NA,NA,35.92,>scaffold_49114,g32709.t1
scaffold_14851_3643,7,43.75,NA,NA,NA,NA,NA,35.92,>scaffold_14851,g17014.t1
scaffold_2001_1109,7,43.75,NA,NA,NA,NA,NA,35.92,>scaffold_2001,g3863.t1
scaffold_3117_7035,7,44.8,NA,NA,NA,42.29,NA,NA,>scaffold_3117,NA
1trimcontig217158,7,44.8,NA,NA,NA,42.29,NA,NA,>scaffold_28165,g25193.t1
scaffold_82126_543,7,45.38,48.86,41.06,54.28,42.29,NA,NA,#N/A,#N/A
scaffold_46201_1192,7,45.38,48.86,41.06,54.28,NA,55.06,NA,>scaffold_46201,g31949.t1
scaffold_7473_7195,7,45.38,NA,41.06,54.28,NA,55.06,NA,#N/A,#N/A
scaffold_47798_1845,7,45.38,NA,41.06,54.28,NA,NA,NA,#N/A,#N/A
scaffold_47798_1848,7,45.38,NA,41.06,54.28,NA,NA,NA,#N/A,#N/A
scaffold_101118_92,7,46.01,NA,NA,54.28,NA,55.06,NA,>scaffold_101118,NA
scaffold_46201_1191,7,46.01,NA,NA,54.28,NA,55.06,NA,#N/A,#N/A
scaffold_3253_2932,7,46.01,NA,NA,54.28,NA,NA,NA,#N/A,#N/A
scaffold_150262_106,7,46.01,NA,NA,54.28,NA,55.06,NA,>scaffold_150262,NA
scaffold_16392_3223,7,47.54,51.7,41.06,57.86,NA,58.05,35.92,>scaffold_16392,g18155.t1
scaffold_11351_6036,7,49.58,51.7,45.33,57.86,NA,67.02,NA,>scaffold_11351,g14222.t1
76326_K70,7,49.58,NA,NA,57.86,47.07,NA,NA,#N/A,#N/A
SCF34513,7,49.58,NA,NA,NA,47.07,NA,NA,>scaffold_39806,NA
scaffold_4648_8403,7,49.59,NA,45.33,57.86,NA,NA,NA,>scaffold_4648,g7452.t1
scaffold_11351_6061,7,49.59,NA,NA,57.86,NA,67.02,NA,#N/A,#N/A
scaffold_4648_8361,7,49.93,53.69,45.61,57.86,NA,67.02,NA,#N/A,#N/A
scaffold_4648_8406,7,49.93,53.69,45.61,57.86,NA,67.02,NA,#N/A,#N/A
scaffold_4648_8313,7,49.93,53.69,45.61,57.86,NA,67.02,NA,#N/A,#N/A
scaffold_4648_8345,7,49.93,53.69,45.61,57.86,NA,67.02,NA,#N/A,#N/A
scaffold_4648_8356,7,49.93,53.69,45.61,57.86,NA,67.02,NA,#N/A,#N/A
scaffold_4648_8426,7,49.93,53.69,45.61,57.86,NA,67.02,NA,#N/A,#N/A
scaffold_14682_2458,7,49.93,NA,45.33,59.64,47.07,NA,NA,>scaffold_14682,NA
409618_K63,7,50.01,NA,NA,59.64,47.07,NA,NA,>scaffold_13628,g16079.t1
scaffold_131419_362,7,50.21,53.69,NA,NA,NA,NA,NA,>scaffold_131419,NA
scaffold_11351_6019,7,50.21,53.69,NA,NA,NA,NA,NA,#N/A,#N/A
scaffold_131419_364,7,50.21,53.69,NA,NA,NA,NA,NA,#N/A,#N/A
SCF13006,7,50.21,53.69,NA,NA,NA,NA,NA,>scaffold_37128,NA
scaffold_16361_5809,7,50.77,53.69,NA,NA,NA,NA,48.09,>scaffold_16361,g18133.t1
scaffold_32522_1336,7,51.14,54.89,NA,NA,47.07,NA,48.09,>scaffold_32522,NA
scaffold_10047_1784,7,51.14,54.89,NA,NA,NA,NA,NA,>scaffold_10047,NA
SCF72379,7,51.93,NA,NA,60.83,NA,NA,NA,>scaffold_46653,g32063.t1
scaffold_28911_1339,7,51.96,NA,NA,NA,49.45,NA,NA,>scaffold_28911,NA
scaffold_44609_43,7,51.97,54.89,47.88,NA,NA,NA,NA,>scaffold_44609,NA
scaffold_44609_99,7,51.97,54.89,47.88,60.83,NA,67.02,NA,#N/A,#N/A
scaffold_68_2957,7,51.97,55.72,NA,NA,NA,NA,NA,>scaffold_68,g264.t1
scaffold_22861_4063,7,51.97,55.72,NA,NA,NA,NA,NA,>scaffold_22861,g22388.t1
scaffold_91197_911,7,51.97,55.72,NA,NA,NA,NA,NA,>scaffold_91197,NA
scaffold_16505_2368,7,52.2,NA,47.88,60.83,NA,NA,NA,>scaffold_16505,g18233.t1
SCF34010,7,52.2,NA,47.88,60.83,NA,NA,NA,>scaffold_44665,NA
scaffold_16505_2290,7,52.2,NA,47.88,60.83,NA,67.02,NA,#N/A,#N/A
SCF137494,7,52.4,NA,NA,62.03,NA,NA,NA,>scaffold_10876,NA
ct147864,7,52.4,NA,NA,62.03,NA,NA,NA,>scaffold_21013,NA
scaffold_196647_142,7,52.94,NA,48.45,63.22,NA,68.56,NA,>scaffold_196647,NA
scaffold_101413_281,7,52.94,NA,48.45,62.03,NA,68.56,NA,>scaffold_101413,NA
scaffold_196647_87,7,52.94,NA,48.45,63.22,NA,68.56,NA,#N/A,#N/A
scaffold_41750_1478,7,52.94,NA,48.45,63.22,NA,68.56,NA,>scaffold_41750,NA
scaffold_52061_1998,7,52.94,NA,48.45,63.22,NA,68.56,NA,>scaffold_52061,g33414.t1
scaffold_57870_740,7,52.94,NA,48.45,63.22,NA,68.56,NA,>scaffold_57870,NA
scaffold_73591_960,7,52.94,NA,48.45,63.22,NA,NA,NA,>scaffold_73591,NA
scaffold_8129_4864,7,52.94,NA,48.45,63.22,NA,68.56,NA,>scaffold_8129,g11187.t1
scaffold_196647_89,7,52.94,NA,NA,63.22,NA,NA,NA,#N/A,#N/A
scaffold_1355_13246,7,53.51,57.67,49.02,63.22,NA,68.56,NA,>scaffold_1355,NA
scaffold_56352_160,7,53.51,57.67,49.02,63.22,51.84,68.56,NA,>scaffold_56352,NA
scaffold_12725_3984,7,53.51,57.67,NA,NA,NA,NA,NA,>scaffold_12725,g15346.t1
scaffold_155987_148,7,53.51,57.67,NA,NA,NA,NA,NA,>scaffold_155987,NA
scaffold_66547_719,7,53.51,57.67,NA,NA,NA,NA,NA,>scaffold_66547,NA
scaffold_15012_3010,7,53.51,NA,49.02,63.22,NA,NA,NA,>scaffold_15012,NA
scaffold_29800_884,7,53.51,NA,49.02,63.22,NA,68.56,NA,>scaffold_29800,g25949.t1
scaffold_88427_686,7,53.51,NA,49.02,63.22,NA,68.56,NA,>scaffold_88427,NA
scaffold_68564_451,7,53.91,NA,NA,NA,NA,68.56,NA,>scaffold_68564,NA
ct145217,7,54.32,NA,NA,63.22,51.84,NA,NA,#N/A,#N/A
SCF208883,7,54.35,57.67,NA,NA,53.62,NA,NA,>scaffold_14559,g16794.t1
scaffold_42852_711,7,54.35,58.24,NA,NA,NA,NA,NA,>scaffold_42852,NA
scaffold_42852_701,7,54.35,58.24,NA,NA,NA,NA,NA,#N/A,#N/A
scaffold_149863_208,7,54.35,NA,NA,NA,51.84,NA,NA,>scaffold_149863,NA
SCF9872,7,54.35,NA,NA,NA,51.84,NA,NA,>scaffold_74128,NA
scaffold_15954_4172,7,54.35,NA,NA,NA,51.84,NA,NA,>scaffold_15954,NA
scaffold_11311_2457,7,54.49,58.24,50.44,63.22,NA,68.56,NA,>scaffold_11311,NA
scaffold_11311_2406,7,54.49,58.24,50.44,63.22,NA,68.56,NA,#N/A,#N/A
scaffold_84186_326,7,55.4,NA,NA,NA,NA,70.05,NA,>scaffold_84186,NA
scaffold_91938_860,7,55.5,NA,51.01,66.79,NA,70.05,NA,>scaffold_91938,NA
scaffold_15249_4727,7,55.92,NA,NA,NA,NA,NA,48.09,>scaffold_15249,g17289.t1
scaffold_10047_1755,7,55.92,NA,NA,NA,NA,NA,48.09,#N/A,#N/A
scaffold_8380_947,7,55.92,NA,NA,NA,NA,NA,48.09,>scaffold_8380,NA
scaffold_88427_631,7,55.92,NA,NA,NA,NA,NA,48.09,#N/A,#N/A
scaffold_88427_634,7,55.92,NA,NA,NA,NA,NA,48.09,#N/A,#N/A
scaffold_88427_637,7,55.92,NA,NA,NA,NA,NA,48.09,#N/A,#N/A
scaffold_15867_4759,7,56.06,60.51,NA,NA,53.62,NA,NA,>scaffold_15867,g17778.t1
scaffold_6190_1197,7,56.06,60.51,NA,NA,53.62,NA,NA,>scaffold_6190,g9179.t1
scaffold_111379_351,7,56.06,60.51,NA,NA,53.62,NA,48.09,>scaffold_111379,NA
scaffold_19008_2937,7,56.06,60.51,NA,NA,53.62,NA,NA,>scaffold_19008,NA
scaffold_26718_3282,7,56.06,60.51,NA,NA,53.62,NA,NA,>scaffold_26718,NA
scaffold_27119_4101,7,56.06,60.51,NA,NA,53.62,NA,NA,>scaffold_27119,NA
scaffold_27119_4200,7,56.06,60.51,NA,NA,53.62,NA,48.09,#N/A,#N/A
scaffold_48567_1355,7,56.06,60.51,NA,NA,53.62,NA,NA,>scaffold_48567,NA
scaffold_15867_4961,7,56.06,61.08,51.57,68.58,NA,70.05,NA,#N/A,#N/A
scaffold_30770_2900,7,56.06,61.36,51.57,68.58,53.62,70.05,NA,>scaffold_30770,NA
scaffold_30770_2866,7,56.06,61.36,51.57,68.58,NA,70.05,NA,#N/A,#N/A
scaffold_10084_1724,7,56.06,61.36,NA,NA,NA,NA,NA,>scaffold_10084,g13073.t1
scaffold_45606_2211,7,56.06,NA,51.57,NA,NA,NA,NA,>scaffold_45606,NA
scaffold_116107_588,7,56.06,NA,51.57,NA,NA,NA,NA,>scaffold_116107,NA
scaffold_116107_616,7,56.06,NA,51.57,68.58,NA,NA,NA,#N/A,#N/A
scaffold_15867_4774,7,56.06,NA,51.57,68.58,NA,70.05,NA,#N/A,#N/A
scaffold_30770_2816,7,56.06,NA,51.57,68.58,NA,70.05,NA,#N/A,#N/A
SCF138014,7,56.06,NA,51.57,68.58,NA,NA,NA,>scaffold_71119,NA
scaffold_5330_5453,7,56.06,60.51,51.57,NA,NA,70.05,NA,>scaffold_5330,g8279.t1
300409_K63,7,56.13,NA,NA,NA,53.62,NA,NA,>scaffold_7381,g10454.t1
scaffold_31844_2897,7,57.32,NA,NA,NA,54.81,NA,NA,>scaffold_31844,NA
scaffold_31844_2857,7,57.32,NA,NA,NA,54.81,NA,NA,#N/A,#N/A
scaffold_31844_2876,7,57.32,NA,NA,NA,54.81,NA,NA,#N/A,#N/A
scaffold_31844_2770,7,57.55,NA,NA,NA,NA,NA,49.58,#N/A,#N/A
scaffold_47603_786,7,57.55,NA,NA,NA,NA,NA,49.58,>scaffold_47603,NA
scaffold_88913_955,7,57.55,NA,NA,NA,NA,NA,49.58,>scaffold_88913,NA
scaffold_7398_4061,7,57.92,NA,NA,NA,55.41,NA,NA,>scaffold_7398,g10473.t1
scaffold_9190_6351,7,57.92,NA,NA,NA,55.41,NA,NA,>scaffold_9190,g12215.t1
scaffold_20481_3154,7,57.92,NA,NA,NA,55.41,NA,NA,>scaffold_20481,NA
scaffold_47603_820,7,57.92,NA,NA,NA,55.41,NA,NA,#N/A,#N/A
scaffold_31844_2970,7,57.92,NA,NA,NA,55.41,NA,NA,#N/A,#N/A
scaffold_31844_2991,7,57.92,NA,NA,NA,55.41,NA,NA,#N/A,#N/A
scaffold_31844_2996,7,57.92,NA,NA,NA,55.41,NA,NA,#N/A,#N/A
SCF4305,7,59,NA,NA,70.36,55.41,NA,NA,>scaffold_36360,NA
1trimcontig337780,7,59,NA,NA,70.36,55.41,NA,NA,>scaffold_107822,NA
311291_K70,7,59,NA,NA,70.36,55.41,NA,NA,#N/A,#N/A
scaffold_583_9687,7,60.54,NA,NA,NA,NA,NA,52.57,>scaffold_583,g1463.t1
scaffold_79143_1145,7,60.54,NA,NA,NA,NA,NA,52.57,>scaffold_79143,NA
scaffold_94354_1052,7,60.62,NA,56.13,70.36,NA,77.53,NA,>scaffold_94354,NA
scaffold_20427_5005,7,60.62,NA,56.13,70.36,NA,77.53,NA,>scaffold_20427,NA
SCF128015,7,62.02,NA,NA,72.75,59.58,NA,NA,>scaffold_35823,NA
scaffold_79768_1115,7,62.88,70.26,58.06,75.73,NA,79.02,NA,>scaffold_79768,NA
scaffold_79768_1121,7,62.88,70.26,58.06,75.73,NA,79.02,NA,#N/A,#N/A
scaffold_79768_1145,7,62.88,70.26,58.06,75.73,NA,79.02,NA,#N/A,#N/A
scaffold_31802_1350,7,62.88,NA,58.39,75.73,NA,79.02,NA,>scaffold_31802,NA
scaffold_20234_3741,7,62.88,NA,58.39,75.73,NA,79.02,NA,>scaffold_20234,NA
scaffold_102340_324,7,62.88,NA,NA,NA,NA,77.53,NA,>scaffold_102340,NA
scaffold_79768_1133,7,64.37,70.26,NA,NA,NA,NA,NA,#N/A,#N/A
scaffold_37581_2438,7,64.37,70.26,NA,NA,59.58,NA,NA,>scaffold_37581,g29150.t1
scaffold_37581_2439,7,64.37,70.26,NA,NA,59.58,NA,NA,#N/A,#N/A
scaffold_33718_1412,7,64.37,70.83,NA,NA,NA,NA,NA,>scaffold_33718,NA
scaffold_118707_673,7,64.37,70.83,61.86,75.73,59.58,79.02,NA,>scaffold_118707,NA
scaffold_18438_2970,7,64.37,70.83,NA,NA,NA,NA,NA,>scaffold_18438,NA
scaffold_18438_3000,7,64.37,70.83,NA,NA,NA,NA,NA,#N/A,#N/A
scaffold_7973_6358,7,64.37,70.83,NA,NA,NA,NA,NA,>scaffold_7973,g11029.t1
scaffold_6923_2595,7,64.37,NA,61.86,75.73,59.58,79.02,52.57,>scaffold_6923,NA
scaffold_6923_2614,7,64.37,NA,61.86,75.73,59.58,79.02,52.57,#N/A,#N/A
scaffold_6923_2617,7,64.37,NA,61.86,75.73,59.58,79.02,52.57,#N/A,#N/A
scaffold_89768_543,7,64.37,NA,NA,75.73,59.58,80.52,NA,>scaffold_89768,NA
NA1792,7,64.37,NA,NA,75.73,59.58,79.02,52.57,#N/A,#N/A
scaffold_6923_2526,7,64.37,NA,NA,NA,59.58,NA,NA,#N/A,#N/A
scaffold_33718_1446,7,64.37,NA,NA,NA,59.58,NA,NA,#N/A,#N/A
scaffold_6923_2545,7,64.37,NA,NA,NA,59.58,NA,NA,#N/A,#N/A
scaffold_89768_544,7,64.38,NA,61.86,75.73,59.58,80.52,NA,#N/A,#N/A
scaffold_11714_2181,7,64.38,NA,61.86,75.73,59.58,80.52,NA,>scaffold_11714,g14520.t1
scaffold_89768_575,7,64.38,NA,61.86,75.73,59.58,80.52,NA,#N/A,#N/A
scaffold_79143_1116,7,64.69,NA,61.86,75.73,NA,80.52,NA,#N/A,#N/A
scaffold_64606_419,7,64.69,NA,NA,75.73,NA,82.01,NA,>scaffold_64606,NA
ct95345,7,64.69,NA,NA,78.11,59.58,NA,NA,>scaffold_122860,NA
SCF128307,7,65.87,NA,NA,78.11,59.58,82.01,58.57,>scaffold_1124,g2420.t1
SCF193103,7,67.35,NA,NA,NA,62.56,NA,NA,>scaffold_41827,NA
scaffold_49549_2235,7,68.54,75.96,NA,NA,NA,NA,NA,>scaffold_49549,NA
scaffold_9069_4185,7,68.54,75.96,NA,NA,NA,NA,NA,>scaffold_9069,g12094.t1
scaffold_63922_420,7,68.54,78.24,65.91,79.3,63.75,85,NA,>scaffold_63922,NA
scaffold_38562_2080,7,68.54,NA,66.4,79.3,NA,82.01,NA,>scaffold_38562,NA
SCF110168,7,68.54,NA,NA,79.3,63.75,85,58.57,>scaffold_548,g1371.t1
scaffold_13710_6220,7,68.54,NA,NA,80.49,NA,NA,NA,>scaffold_13710,g16148.t1
scaffold_26825_3477,7,68.85,NA,NA,81.09,NA,85,NA,>scaffold_26825,g24547.t1
scf5k,7,70.33,NA,NA,81.09,66.13,NA,NA,#N/A,#N/A
scaffold_93028_376,7,70.82,78.24,NA,NA,NA,NA,NA,>scaffold_93028,NA
scaffold_4793_7629,7,70.82,78.24,NA,NA,66.13,NA,NA,>scaffold_4793,g7630.t1
scaffold_66519_1065,7,73.31,NA,NA,85.84,68.52,NA,NA,>scaffold_66519,NA
scaffold_27176_3574,7,73.71,NA,70.88,85.95,NA,85,NA,>scaffold_27176,NA
scaffold_7445_3853,7,73.71,NA,70.88,85.95,NA,85,NA,>scaffold_7445,g10519.t1
scaffold_34508_2334,7,73.88,NA,NA,86.11,72.69,85,61.56,>scaffold_34508,NA
scaffold_384_6954,7,73.88,NA,NA,NA,NA,NA,61.56,>scaffold_384,g1036.t1
scaffold_26825_3430,7,75.37,83.08,70.88,NA,NA,NA,NA,#N/A,#N/A
scaffold_4193_7560,7,75.37,NA,70.88,NA,NA,NA,NA,>scaffold_4193,g6882.t1
scaffold_21447_1334,7,75.37,NA,70.88,NA,NA,NA,63.05,>scaffold_21447,NA
scaffold_4770_7709,7,75.37,NA,NA,NA,NA,NA,63.05,>scaffold_4770,g7596.t1
scaffold_131050_281,7,75.37,NA,NA,NA,NA,NA,63.05,>scaffold_131050,NA
scaffold_1479_3043,7,75.37,NA,NA,NA,NA,NA,63.05,>scaffold_1479,g3009.t1
scaffold_60798_1265,7,75.67,NA,71.18,NA,NA,NA,63.05,>scaffold_60798,NA
scaffold_48331_519,7,75.67,NA,71.18,NA,NA,NA,63.05,>scaffold_48331,NA
scaffold_48331_561,7,75.67,NA,71.18,NA,NA,NA,63.05,#N/A,#N/A
scaffold_41591_1382,7,76.22,85.92,NA,NA,NA,NA,NA,>scaffold_41591,NA
scaffold_41591_1492,7,76.22,85.92,NA,NA,NA,NA,NA,#N/A,#N/A
scaffold_41591_1516,7,76.22,85.92,NA,NA,NA,NA,NA,#N/A,#N/A
SCF187979,7,76.89,NA,NA,88.66,72.69,NA,NA,>scaffold_402,g1079.t1
scaffold_83321_138,7,77.28,NA,NA,NA,72.69,NA,NA,>scaffold_83321,NA
scaffold_1854_1997,7,77.48,87.91,NA,NA,72.69,NA,NA,>scaffold_1854,g3643.t1
419834_K63,7,77.73,NA,NA,88.49,73.88,NA,NA,>scaffold_97121,NA
scaffold_55514_2039,7,78.47,NA,NA,NA,73.88,NA,NA,>scaffold_55514,NA
scaffold_39747_1377,7,79.27,89.9,74.29,NA,NA,NA,NA,>scaffold_39747,g29920.t1
scaffold_14559_1277,7,79.27,91.04,NA,NA,74.48,NA,NA,#N/A,#N/A
SCF167793,7,79.27,91.04,NA,NA,74.48,NA,NA,>scaffold_23732,NA
scaffold_48_3805,7,79.27,NA,74.29,NA,75.07,NA,NA,>scaffold_48,g192.t1
scaffold_128348_442,7,79.27,NA,74.29,NA,75.67,NA,NA,>scaffold_128348,NA
scaffold_128348_475,7,79.27,NA,74.29,NA,75.67,NA,NA,#N/A,#N/A
scaffold_48_3814,7,79.27,NA,74.29,NA,75.07,NA,NA,#N/A,#N/A
scaffold_1508_380,7,79.9,NA,NA,92.14,NA,NA,NA,>scaffold_1508,g3058.t1
scaffold_131050_262,7,79.9,NA,NA,92.14,75.67,NA,NA,#N/A,#N/A
scaffold_14559_1348,7,79.9,NA,NA,92.14,NA,NA,NA,#N/A,#N/A
SCF915,7,80.46,91.04,NA,93.92,75.67,NA,NA,>scaffold_23478,g22737.t1
scaffold_17155_2166,7,80.61,91.04,NA,NA,NA,NA,NA,>scaffold_17155,g18700.t1
scaffold_45109_953,7,81.6,NA,NA,NA,78.05,NA,63.05,>scaffold_45109,NA
scaffold_16126_2401,7,81.68,NA,74.29,95.11,NA,102.05,NA,>scaffold_16126,NA
