,Marker,Segregation,,,CNJ02_1_1,CNJ02_1_2,CNJ02_1_3,CNJ02_1_4,CNJ02_1_5,CNJ02_1_6,CNJ02_1_7,CNJ02_1_8,CNJ02_1_9,CNJ02_1_10,CNJ02_1_11,CNJ02_1_12,CNJ02_1_13,CNJ02_1_14,CNJ02_1_15,CNJ02_1_16,CNJ02_1_17,CNJ02_1_18,CNJ02_1_19,CNJ02_1_20,CNJ02_1_21,CNJ02_1_22,CNJ02_1_23,CNJ02_1_24,CNJ02_1_25,CNJ02_1_26,CNJ02_1_27,CNJ02_1_28,CNJ02_1_29,CNJ02_1_30,CNJ02_1_31,CNJ02_1_32,CNJ02_1_33,CNJ02_1_34,CNJ02_1_35,CNJ02_1_36,CNJ02_1_37,CNJ02_1_38,CNJ02_1_39,CNJ02_1_40,CNJ02_1_41,CNJ02_1_42,CNJ02_1_43,CNJ02_1_44,CNJ02_1_45,CNJ02_1_46,CNJ02_1_47,CNJ02_1_48,CNJ02_1_49,CNJ02_1_50,CNJ02_1_51,CNJ02_1_52,CNJ02_1_53,CNJ02_1_54,CNJ02_1_55,CNJ02_1_56,CNJ02_1_57,CNJ02_1_58,CNJ02_1_59,CNJ02_1_60,CNJ02_1_61,CNJ02_1_62,CNJ02_1_63,CNJ02_1_64,CNJ02_1_65,CNJ02_1_66,CNJ02_1_67,CNJ02_1_68,CNJ02_1_69,CNJ02_1_70,CNJ02_1_71,CNJ02_1_72,CNJ02_1_73,CNJ02_1_74,CNJ02_1_75,CNJ02_1_76,CNJ02_1_77,CNJ02_1_78,CNJ02_1_79,CNJ02_1_80,CNJ02_1_81,CNJ02_1_82,CNJ02_1_83,CNJ02_1_84,CNJ02_1_85,CNJ02_1_86,CNJ02_1_87,CNJ02_1_88,CNJ02_1_89,CNJ02_1_90,CNJ02_1_91,CNJ02_1_92,CNJ02_1_93,CNJ02_1_94,CNJ02_1_95,CNJ02_1_96,CNJ02_1_97,CNJ02_1_98,CNJ02_1_99,CNJ02_1_100,CNJ02_1_101,CNJ02_1_102,CNJ02_1_103,CNJ02_1_104,CNJ02_1_105,CNJ02_1_106,CNJ02_1_107,CNJ02_1_108,CNJ02_1_109,CNJ02_1_110,CNJ02_1_111,CNJ02_1_112,CNJ02_1_113,CNJ02_1_114,CNJ02_1_115,CNJ02_1_116,CNJ02_1_117,CNJ02_1_118,CNJ02_1_119,CNJ02_1_120,CNJ02_1_121,CNJ02_1_122,CNJ02_1_124,CNJ02_1_125,CNJ02_1_126,CNJ02_1_127,CNJ02_1_128,CNJ02_1_129,CNJ02_1_130,CNJ02_1_131,CNJ02_1_132,CNJ02_1_133,CNJ02_1_134,CNJ02_1_135,CNJ02_1_136,CNJ02_1_137,CNJ02_1_138,CNJ02_1_139,CNJ02_1_140,CNJ02_1_141,CNJ02_1_142,CNJ02_1_143,CNJ02_1_144,CNJ02_1_145,CNJ02_1_146,CNJ02_1_147,CNJ02_1_148,CNJ02_1_149,CNJ02_1_150,CNJ02_1_151,CNJ02_1_152,CNJ02_1_153,CNJ02_1_154,CNJ02_1_155,CNJ02_1_156,CNJ02_1_157,CNJ02_1_167,CNJ02_1_171,CNJ02_1_172,CNJ02_1_177,CNJ02_1_181,CNJ02_1_182,CNJ02_1_186,CNJ02_1_187,CNJ02_1_188,CNJ02_1_189,CNJ02_1_191,CNJ02_1_193,CNJ02_1_198,CNJ02_1_200,CNJ02_1_201,CNJ02_1_203,CNJ02_1_204,CNJ02_1_207,CNJ02_1_225,CNJ02_1_226,CNJ02_1_228,CNJ02_1_235,CNJ02_1_159,CNJ02_1_160,CNJ02_1_161,CNJ02_1_162,CNJ02_1_163,CNJ02_1_164,CNJ02_1_165,CNJ02_1_166,CNJ02_1_168,CNJ02_1_169,CNJ02_1_170,CNJ02_1_173,CNJ02_1_174,CNJ02_1_175,CNJ02_1_176,CNJ02_1_178,CNJ02_1_179,CNJ02_1_180,CNJ02_1_184,CNJ02_1_185,CNJ02_1_190,CNJ02_1_192,CNJ02_1_232,CNJ02_1_195,CNJ02_1_196,CNJ02_1_197,CNJ02_1_199,CNJ02_1_202,CNJ02_1_205,CNJ02_1_206,CNJ02_1_208,CNJ02_1_209,CNJ02_1_210,CNJ02_1_212,CNJ02_1_213,CNJ02_1_214,CNJ02_1_219,CNJ02_1_220,CNJ02_1_222,CNJ02_1_223,CNJ02_1_224,CNJ02_1_227,CNJ02_1_229,CNJ02_1_231
457,SCF161998,<nnxnp>,11,11,np,nn,np,np,np,nn,nn,nn,nn,nn,nn,np,np,np,nn,np,nn,nn,np,np,nn,nn,np,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,np,nn,nn,nn,np,np,nn,nn,np,nn,nn,np,np,nn,nn,np,nn,np,np,np,np,np,nn,nn,np,nn,np,nn,np,np,nn,np,np,nn,nn,np,nn,nn,np,nn,nn,nn,np,np,nn,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,np,np,np,nn,nn,nn,nn,np,np,np,np,np,np,np,np,nn,nn,nn,np,nn,np,np,np,nn,np,nn,np,np,np,nn,nn,np,nn,np,nn,nn,nn,nn,nn,np,np,nn,nn,nn,np,nn,nn,nn,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,nn,nn,nn,nn,nn,np,np,nn,nn,nn,np,np,nn,nn,np,nn,nn,nn,nn,np,np,nn,nn,nn,np,np,np,np,np,np,nn,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,np,np,np,np,np,nn,nn,np,np,nn,np,np,nn,nn,np,np,nn,np,np,np,np,np,np,np,np,np
458,SCF84804,<nnxnp>,11,11,nn,nn,np,nn,np,np,nn,nn,nn,nn,nn,nn,nn,np,np,np,np,nn,np,np,np,np,nn,np,np,np,np,np,np,np,nn,nn,np,nn,nn,np,np,np,nn,np,np,nn,nn,nn,np,np,np,np,nn,nn,np,nn,np,np,nn,nn,np,nn,nn,nn,nn,nn,np,np,nn,nn,np,np,nn,np,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,nn,np,nn,np,np,nn,np,nn,np,np,np,np,np,nn,nn,np,nn,nn,nn,nn,nn,nn,nn,np,np,nn,np,np,nn,np,np,nn,nn,np,nn,nn,nn,nn,np,np,np,nn,nn,np,np,np,nn,np,np,nn,np,np,nn,--,nn,np,np,np,nn,nn,nn,nn,nn,np,np,nn,nn,np,np,np,nn,np,np,np,nn,np,nn,nn,np,nn,nn,nn,nn,np,np,nn,nn,np,nn,nn,np,np,nn,nn,nn,nn,nn,np,np,np,np,nn,nn,np,nn,nn,np,np,np,np,nn,np,nn,nn,np,np,np,np,np,nn,nn,np,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,nn,np,nn,np,np,nn,np,np
459,SCF204332,<nnxnp>,11,11,nn,nn,nn,np,np,nn,nn,nn,nn,np,nn,np,nn,nn,np,np,np,np,np,np,nn,nn,nn,np,nn,np,np,np,np,np,nn,nn,np,nn,np,np,np,np,nn,np,np,nn,nn,nn,np,np,np,nn,nn,nn,np,nn,np,np,nn,nn,nn,nn,np,np,nn,nn,np,np,nn,nn,np,np,nn,nn,np,nn,nn,nn,nn,np,nn,np,np,np,nn,nn,np,nn,np,nn,np,nn,nn,nn,nn,np,np,np,nn,np,nn,nn,nn,np,nn,np,np,nn,np,np,nn,nn,nn,nn,np,nn,np,nn,np,nn,np,np,nn,np,np,np,np,nn,nn,np,np,nn,np,nn,nn,np,np,nn,np,nn,np,np,nn,nn,nn,nn,nn,nn,np,np,nn,nn,nn,nn,np,nn,np,np,np,nn,nn,np,np,np,nn,nn,nn,np,np,np,nn,np,np,nn,nn,nn,np,np,nn,nn,nn,np,np,np,nn,np,np,nn,np,nn,nn,nn,nn,nn,np,np,np,nn,nn,np,np,nn,np,np,nn,nn,nn,nn,nn,nn,np,nn,nn,nn,np,np,np,nn,np,np,nn,np,np,nn,np,np
460,SCF41361,<nnxnp>,11,11,nn,nn,nn,nn,np,nn,nn,nn,nn,np,nn,np,nn,np,np,np,np,np,np,np,np,nn,nn,np,nn,np,np,np,np,np,nn,nn,np,nn,nn,np,np,np,nn,np,np,np,nn,nn,np,np,np,nn,nn,nn,np,nn,np,np,nn,nn,np,nn,np,nn,nn,nn,np,np,nn,nn,np,np,nn,np,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,nn,np,nn,np,nn,nn,nn,nn,nn,np,np,np,np,nn,np,np,nn,nn,nn,nn,np,np,nn,np,np,nn,np,nn,nn,np,nn,np,nn,np,nn,nn,nn,nn,np,np,np,np,nn,np,np,np,nn,np,np,nn,np,np,nn,np,nn,np,np,np,nn,nn,nn,nn,nn,np,np,nn,nn,np,np,np,nn,np,np,np,nn,nn,nn,nn,np,nn,nn,np,np,np,np,nn,nn,np,nn,nn,np,np,nn,nn,nn,nn,np,np,nn,np,np,nn,nn,np,nn,nn,np,np,np,np,--,np,nn,nn,np,np,nn,np,np,nn,nn,np,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,np,np,nn,np,nn,nn,np,np
461,1trimcontig176042,<lmxll>,11,11,ll,ll,ll,lm,lm,lm,ll,lm,lm,ll,lm,lm,lm,ll,lm,ll,ll,ll,lm,lm,lm,lm,ll,--,ll,lm,ll,ll,lm,ll,lm,ll,ll,lm,ll,lm,ll,ll,ll,lm,ll,ll,lm,ll,lm,ll,ll,lm,lm,ll,ll,lm,lm,lm,lm,lm,lm,ll,lm,ll,ll,--,--,lm,lm,ll,ll,ll,ll,lm,lm,ll,ll,lm,lm,lm,lm,ll,ll,ll,--,--,ll,ll,lm,ll,lm,lm,ll,ll,ll,ll,lm,ll,ll,--,lm,ll,lm,lm,lm,ll,lm,ll,ll,ll,ll,ll,ll,lm,ll,lm,ll,lm,lm,lm,lm,lm,ll,lm,lm,lm,lm,ll,ll,lm,ll,ll,lm,ll,ll,lm,lm,lm,ll,ll,lm,ll,lm,ll,lm,lm,lm,lm,lm,lm,lm,lm,lm,ll,lm,lm,lm,lm,ll,ll,ll,ll,lm,ll,lm,ll,ll,ll,lm,ll,lm,ll,ll,lm,lm,ll,lm,lm,lm,lm,ll,ll,lm,lm,ll,lm,lm,lm,lm,lm,ll,ll,ll,ll,lm,ll,ll,ll,lm,ll,lm,ll,ll,ll,lm,lm,lm,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,lm,ll,lm,ll,ll,lm
462,SCF1047,<lmxll>,11,11,lm,lm,ll,lm,lm,lm,lm,lm,lm,lm,lm,lm,ll,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,ll,lm,ll,ll,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,lm,ll,lm,lm,ll,lm,ll,lm,ll,ll,lm,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,ll,lm,lm,lm,ll,ll,lm,lm,lm,lm,lm,lm,ll,lm,ll,ll,ll,lm,ll,ll,ll,lm,lm,lm,ll,lm,ll,lm,lm,ll,ll,ll,lm,lm,lm,ll,lm,ll,ll,lm,lm,ll,lm,lm,ll,lm,ll,ll,ll,lm,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,lm,lm,lm,lm,lm,lm,ll,lm,ll,ll,lm,ll,ll,ll,ll,ll,lm,lm,lm,ll,ll,ll,lm,lm,ll,ll,lm,ll,lm,ll,ll,lm,ll,lm,ll,lm,ll,lm,lm,ll,ll,ll,lm,ll,ll,lm,ll,ll,ll,ll,ll,lm,lm,ll,ll,lm,ll,lm,lm,ll,ll,lm,ll,ll,lm,lm,lm,ll,ll,ll,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,lm,ll,lm,ll,ll,lm,lm,ll,lm,ll,ll,lm,lm,ll,ll,ll,lm,ll
463,SCF106182,<lmxll>,11,11,ll,lm,ll,lm,lm,lm,ll,lm,lm,ll,lm,lm,lm,lm,lm,ll,ll,ll,ll,lm,lm,lm,ll,ll,ll,lm,ll,lm,lm,ll,ll,lm,ll,lm,lm,lm,ll,ll,ll,ll,ll,ll,lm,lm,lm,ll,lm,lm,lm,ll,ll,lm,ll,lm,lm,ll,ll,ll,lm,ll,ll,lm,ll,lm,lm,lm,ll,ll,lm,lm,lm,ll,lm,ll,lm,ll,ll,ll,ll,ll,ll,ll,ll,lm,lm,ll,ll,lm,ll,lm,ll,ll,ll,ll,lm,lm,lm,ll,lm,lm,lm,lm,lm,ll,lm,ll,ll,ll,ll,lm,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,ll,lm,lm,ll,ll,lm,lm,lm,lm,ll,ll,lm,ll,lm,--,ll,lm,lm,ll,ll,lm,lm,lm,ll,ll,lm,lm,lm,ll,ll,lm,lm,lm,ll,ll,ll,ll,ll,ll,lm,ll,lm,ll,ll,ll,ll,lm,ll,lm,lm,ll,ll,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,ll,ll,ll,lm,ll,ll,ll,lm,ll,lm,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,ll,ll,ll,ll,ll,lm,ll,lm,lm,ll,ll,ll,ll,ll,ll
464,SCF136826,<lmxll>,11,11,lm,lm,ll,lm,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,lm,ll,ll,ll,ll,lm,lm,lm,ll,ll,ll,lm,ll,ll,lm,ll,ll,lm,ll,lm,lm,lm,ll,ll,lm,ll,lm,lm,lm,lm,lm,ll,lm,ll,lm,ll,ll,lm,ll,ll,lm,ll,ll,ll,ll,ll,lm,lm,ll,lm,lm,lm,ll,ll,lm,lm,ll,lm,lm,ll,lm,ll,ll,ll,ll,lm,ll,ll,ll,lm,lm,lm,ll,lm,ll,lm,ll,ll,ll,ll,lm,lm,lm,ll,lm,ll,ll,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,ll,ll,ll,ll,lm,ll,lm,lm,ll,ll,lm,ll,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,lm,ll,ll,lm,ll,ll,lm,lm,lm,ll,ll,lm,lm,lm,ll,ll,lm,ll,lm,ll,ll,ll,ll,ll,ll,lm,ll,lm,lm,ll,ll,ll,lm,ll,lm,lm,ll,ll,lm,lm,ll,lm,lm,ll,ll,lm,ll,lm,lm,ll,ll,lm,ll,ll,lm,lm,lm,ll,ll,ll,lm,ll,lm,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,ll,ll,lm,lm,ll,lm,ll,lm,lm,ll,ll,ll,lm,ll,ll
465,SCF158255,<lmxll>,11,11,lm,lm,ll,lm,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,lm,ll,ll,ll,ll,lm,lm,lm,ll,ll,ll,lm,ll,ll,lm,ll,ll,lm,ll,lm,ll,lm,ll,ll,lm,ll,lm,lm,ll,lm,lm,ll,lm,ll,lm,--,ll,lm,ll,ll,lm,ll,ll,ll,ll,ll,lm,lm,ll,lm,lm,lm,ll,ll,lm,lm,ll,lm,lm,ll,lm,ll,ll,ll,ll,lm,ll,ll,ll,lm,lm,lm,ll,lm,ll,lm,ll,ll,ll,ll,lm,lm,lm,ll,lm,ll,ll,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,ll,ll,ll,ll,lm,ll,lm,ll,ll,ll,lm,ll,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,lm,ll,ll,lm,ll,ll,lm,lm,lm,ll,ll,lm,lm,lm,ll,ll,lm,ll,lm,ll,ll,ll,ll,ll,ll,lm,ll,lm,ll,ll,ll,ll,lm,ll,lm,lm,--,ll,lm,lm,ll,lm,lm,ll,ll,lm,ll,lm,lm,ll,ll,lm,ll,ll,lm,lm,lm,ll,ll,ll,lm,--,lm,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,ll,ll,lm,lm,ll,lm,ll,lm,lm,ll,ll,ll,lm,ll,ll
466,SCF183590,<lmxll>,11,11,ll,lm,ll,lm,lm,lm,ll,lm,lm,ll,lm,lm,lm,lm,lm,ll,ll,ll,ll,lm,lm,lm,ll,ll,ll,lm,ll,lm,lm,ll,ll,lm,ll,lm,lm,lm,ll,ll,ll,--,ll,ll,lm,lm,lm,ll,lm,lm,lm,ll,ll,lm,ll,lm,lm,--,ll,ll,lm,ll,ll,lm,ll,lm,lm,lm,ll,ll,lm,lm,ll,ll,lm,ll,lm,ll,ll,ll,ll,ll,ll,ll,ll,lm,lm,ll,ll,lm,ll,lm,ll,ll,ll,ll,lm,lm,lm,ll,lm,lm,lm,lm,lm,ll,lm,ll,ll,ll,ll,lm,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,ll,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,lm,ll,lm,--,ll,lm,lm,ll,ll,lm,lm,lm,ll,ll,lm,lm,lm,ll,ll,lm,lm,lm,ll,ll,ll,ll,ll,ll,lm,ll,lm,ll,ll,ll,ll,lm,ll,lm,lm,ll,ll,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,ll,ll,ll,lm,ll,ll,ll,lm,ll,lm,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,ll,ll,ll,ll,ll,lm,ll,lm,lm,ll,ll,ll,ll,ll,ll
467,SCF28931,<lmxll>,11,11,lm,lm,ll,lm,ll,lm,lm,lm,lm,lm,lm,lm,ll,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,ll,lm,ll,ll,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,lm,ll,lm,lm,ll,ll,ll,lm,ll,ll,lm,ll,ll,ll,lm,ll,lm,ll,ll,lm,lm,ll,lm,lm,lm,ll,ll,lm,lm,lm,lm,lm,lm,ll,lm,ll,ll,ll,lm,ll,ll,ll,lm,lm,lm,ll,lm,ll,lm,lm,ll,ll,ll,lm,lm,lm,ll,lm,ll,ll,lm,lm,ll,lm,lm,ll,lm,ll,ll,ll,lm,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,lm,lm,lm,lm,lm,lm,ll,lm,ll,lm,lm,ll,ll,ll,ll,ll,ll,lm,lm,ll,ll,ll,lm,lm,ll,ll,lm,ll,lm,ll,ll,lm,ll,lm,ll,lm,ll,lm,lm,ll,ll,ll,lm,ll,ll,lm,ll,ll,ll,ll,ll,lm,lm,ll,ll,lm,ll,lm,lm,ll,ll,lm,ll,ll,lm,lm,lm,ll,ll,ll,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,lm,ll,lm,ll,ll,lm,lm,ll,lm,ll,ll,lm,lm,ll,ll,ll,lm,ll
468,SCF64185,<lmxll>,11,11,ll,ll,ll,lm,lm,lm,ll,lm,lm,ll,lm,lm,lm,lm,lm,ll,ll,ll,ll,lm,lm,lm,ll,ll,ll,lm,ll,lm,lm,ll,ll,lm,ll,lm,lm,lm,ll,ll,ll,ll,ll,ll,lm,lm,lm,ll,lm,lm,lm,ll,ll,lm,ll,lm,lm,ll,ll,ll,lm,ll,ll,lm,ll,lm,lm,lm,ll,ll,lm,lm,lm,ll,lm,ll,lm,ll,ll,ll,ll,ll,ll,ll,ll,lm,lm,ll,ll,lm,ll,lm,ll,ll,ll,ll,lm,lm,lm,ll,lm,lm,lm,lm,lm,ll,lm,ll,ll,ll,ll,lm,ll,lm,ll,lm,ll,ll,lm,lm,lm,lm,ll,lm,lm,ll,ll,lm,lm,lm,lm,ll,ll,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,lm,lm,ll,ll,lm,lm,lm,ll,ll,lm,lm,lm,ll,ll,ll,ll,ll,ll,lm,ll,lm,ll,ll,ll,ll,lm,ll,lm,lm,ll,ll,lm,lm,lm,lm,lm,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,ll,ll,ll,lm,ll,ll,ll,lm,ll,lm,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,ll,ll,ll,ll,ll,lm,ll,lm,lm,ll,ll,ll,ll,ll,ll
469,SCF81294,<lmxll>,11,11,ll,ll,ll,lm,lm,lm,ll,lm,lm,ll,lm,lm,lm,ll,lm,ll,ll,ll,lm,lm,lm,lm,ll,ll,ll,lm,ll,lm,lm,ll,lm,lm,ll,lm,ll,lm,ll,ll,ll,ll,ll,ll,lm,lm,lm,ll,lm,lm,lm,ll,ll,lm,ll,lm,lm,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,lm,ll,ll,ll,lm,lm,ll,lm,ll,lm,ll,ll,ll,ll,ll,ll,ll,ll,lm,lm,ll,ll,lm,ll,lm,ll,ll,ll,ll,lm,lm,lm,ll,lm,lm,lm,ll,lm,ll,ll,ll,ll,ll,ll,lm,ll,lm,ll,lm,lm,ll,ll,lm,lm,lm,ll,lm,lm,ll,ll,lm,ll,lm,lm,ll,ll,lm,ll,lm,lm,ll,lm,lm,lm,ll,lm,lm,lm,ll,ll,lm,lm,lm,ll,ll,lm,lm,lm,ll,ll,ll,ll,lm,lm,ll,lm,ll,ll,ll,ll,ll,lm,ll,lm,lm,ll,ll,lm,lm,lm,lm,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,ll,ll,ll,ll,lm,ll,ll,ll,lm,ll,lm,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,ll,lm,lm,ll,ll,ll,ll,lm,lm
470,SCF81909,<lmxll>,11,11,ll,ll,ll,lm,lm,lm,ll,lm,lm,ll,lm,lm,lm,ll,lm,ll,ll,ll,lm,lm,lm,lm,ll,ll,ll,lm,ll,ll,lm,ll,lm,lm,ll,lm,ll,lm,ll,ll,ll,ll,ll,ll,lm,ll,lm,ll,ll,lm,lm,ll,ll,lm,lm,lm,lm,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,lm,ll,ll,ll,lm,lm,ll,ll,lm,lm,ll,ll,ll,ll,ll,ll,ll,ll,lm,lm,ll,ll,lm,ll,lm,ll,ll,ll,ll,lm,lm,lm,ll,lm,lm,lm,ll,lm,ll,ll,ll,ll,ll,ll,lm,ll,lm,ll,lm,lm,lm,lm,lm,lm,lm,ll,lm,lm,ll,ll,lm,ll,lm,lm,ll,ll,lm,lm,lm,lm,ll,lm,lm,lm,ll,lm,lm,--,lm,ll,lm,lm,lm,ll,ll,lm,lm,lm,ll,ll,ll,ll,lm,lm,ll,lm,ll,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,lm,lm,lm,ll,lm,ll,ll,lm,lm,lm,lm,lm,ll,ll,ll,ll,ll,ll,ll,ll,lm,ll,lm,lm,ll,ll,ll,lm,ll,ll,ll,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,ll,ll,ll,ll,lm,lm
471,scf108b,<hkxhk>,11,11,kk,kk,hk,hk,hh,hk,kk,hk,hk,kk,hk,hh,hk,hk,hh,hk,hk,hk,hh,hh,hh,hh,kk,hk,hk,hh,hk,hk,hh,hk,hk,kk,hk,hk,kk,hh,hk,hk,kk,hh,hk,kk,hk,kk,hh,hk,hk,hk,hk,kk,hk,hk,hh,hh,hk,hk,hh,kk,hk,kk,kk,kk,hk,hh,hk,kk,hk,hk,kk,hh,hh,kk,kk,hk,hk,hh,kk,kk,hk,hk,kk,kk,hk,hk,hh,hk,hk,hh,kk,hk,hk,hk,hh,hk,kk,hk,hh,kk,hk,hk,hk,hk,hk,kk,hk,hk,kk,hk,hk,hk,hk,hh,kk,hk,hh,hk,hk,hk,kk,hh,hh,hh,hk,kk,hk,hh,hk,kk,hh,hk,kk,hh,hh,hk,hk,kk,hh,hk,hh,kk,hk,hk,hk,hk,hh,hh,hk,hk,hh,hk,hh,hk,hh,hh,hk,kk,kk,kk,hk,hk,hk,kk,kk,hk,hh,hk,hk,kk,hk,hk,hk,hk,hh,hk,hk,hk,kk,kk,hh,hh,hk,hh,hk,hk,hh,hk,kk,hk,hk,hk,hk,kk,hk,kk,hk,hk,hh,kk,hk,hk,hk,hk,hh,kk,kk,kk,hh,kk,kk,hk,hk,hk,hh,hk,hk,hh,hk,hk,hh,kk,hh,hh
472,SCF160647,<hkxhk>,11,11,hh,hk,hk,hh,hk,hh,hk,hk,hk,hk,hk,hh,hk,kk,kk,kk,hk,hh,hk,hk,hk,kk,hk,kk,kk,hh,hk,hk,hh,hk,hk,hk,hk,hk,hk,hk,kk,kk,hk,hk,hh,hk,kk,hh,hk,kk,hk,hk,hk,kk,hk,hk,hk,hk,hk,hh,hk,hk,kk,hk,hk,hh,kk,hh,hh,hk,hk,hk,hh,hk,hh,hk,hh,hh,kk,hk,kk,hk,hk,hk,hk,kk,kk,hk,hh,hk,hk,hk,kk,hk,hh,kk,hk,hk,hh,hk,hh,kk,hh,hk,hk,hk,hh,hk,hh,hk,hk,hk,hk,hk,hk,hk,kk,hk,hk,hk,hh,kk,hh,hk,hh,kk,hk,hk,hk,hh,hk,hk,hk,hh,hk,hh,hk,hh,hk,kk,hk,kk,kk,kk,hk,hk,hh,hk,kk,hk,hk,hk,kk,kk,hh,hk,hh,kk,kk,hk,kk,hk,hk,hh,kk,hh,hh,hk,hk,kk,hh,hk,kk,hh,kk,kk,hk,hk,hk,hk,hk,hk,hk,hk,hk,hk,hh,hk,kk,hk,hk,kk,hk,hk,hk,hk,kk,kk,hk,hk,kk,hk,hk,hk,hk,hk,hk,hk,hk,kk,hh,hk,hk,hh,hh,hk,hk,hk,kk,hh,hk,kk,hk,hk,hh,hk
473,SCF57497,<hkxhk>,11,11,hh,kk,hh,hk,hk,kk,kk,kk,kk,hk,hk,hk,hh,hk,kk,hh,hk,hk,hh,hk,kk,kk,hh,hh,hk,hk,hh,hh,hk,hh,hh,kk,hk,kk,hk,hk,hk,hk,kk,hh,hk,hk,kk,hk,kk,hk,hk,hk,kk,hk,hh,hk,hh,hh,hk,hk,hk,hk,hk,hh,kk,hk,hk,hk,hk,kk,hh,hh,kk,kk,hh,kk,kk,hh,kk,hk,hk,hh,hh,hk,hh,hk,hk,kk,hk,kk,hh,kk,hk,kk,hk,hk,hk,hh,hk,kk,kk,hk,kk,hh,hk,hk,hk,hk,hk,hk,hk,hk,kk,hk,hh,kk,hh,hh,hh,hk,hk,hk,hk,hk,hh,hk,kk,hh,hk,hk,hk,kk,kk,hk,hk,hk,hh,kk,kk,hk,hh,hk,hk,hk,hk,kk,kk,hk,hk,kk,kk,kk,--,hk,hk,hh,hk,hk,hk,hk,hk,hk,hh,hk,hk,kk,hh,hh,hh,hk,kk,hh,hk,kk,hk,hk,hk,kk,hk,kk,kk,hh,hh,hk,hh,hk,hk,hk,hk,kk,hh,hk,kk,kk,hk,hh,hk,hk,hk,hh,hk,hh,hh,hh,hh,kk,hk,hk,hh,hk,hk,hh,hk,kk,hh,hh,kk,hk,hk,hk,hh,hh,hh,kk,hk,hh
